,timestamp,gateway_chain-1,chain-9_chain-10,chain-10_chain-11,chain-11_chain-12,chain-12_chain-13,chain-13_chain-14,chain-14_chain-15,chain-1_chain-2,chain-2_chain-3,chain-3_chain-4,chain-4_chain-5,chain-5_chain-6,chain-6_chain-7,chain-7_chain-8,chain-8_chain-9,chain-1_chain-1-db,chain-10_chain-10-db,chain-11_chain-11-db,chain-12_chain-12-db,chain-13_chain-13-db,chain-14_chain-14-db,chain-15_chain-15-db,chain-2_chain-2-db,chain-3_chain-3-db,chain-4_chain-4-db,chain-5_chain-5-db,chain-6_chain-6-db,chain-7_chain-7-db,chain-8_chain-8-db,chain-9_chain-9-db
0,2022-09-28 21:15:23,91406.25,36217.94871794872,27884.615384615387,20500.0,17500.0,7941.176470588235,3347.8260869565215,82692.30769230769,78571.42857142857,73369.56521739131,73125.0,70000.0,58064.51612903226,45161.290322580644,40202.7027027027,0.6097333333333333,0.5709333333333333,0.5924666666666667,0.6028,0.559584110903759,0.5709333333333333,0.5709333333333333,0.5676666666666667,0.5984666666666667,0.5882000000000001,0.5882000000000001,0.5676666666666667,0.5676666666666667,0.5882000000000001,0.62
1,2022-09-28 21:15:37,84375.0,37152.77777777778,27173.913043478264,19423.076923076922,16937.5,9038.461538461539,3088.888888888889,82142.85714285714,81081.08108108108,76562.5,73026.31578947368,66666.66666666666,57291.66666666667,45258.620689655174,40277.77777777778,0.5728,0.5657666666666666,0.5812666666666667,0.5709333333333333,0.5657683157879692,0.5657666666666666,0.5709333333333333,0.5574,0.5779333333333334,0.5676666666666668,0.5728,0.5676666666666667,0.5574,0.5728,0.5882000000000001
2,2022-09-28 21:15:51,93750.0,36250.0,31250.0,19932.432432432433,16937.5,9200.0,3285.7142857142862,87096.77419354838,77564.10256410256,75000.0,75000.0,62500.00000000001,52083.333333333336,45089.28571428572,41250.0,0.5714222222222222,0.5674888888888888,0.5781111111111111,0.5746666666666667,0.5603122105253128,0.5674888888888888,0.5640444444444445,0.5642444444444444,0.5745111111111111,0.5574,0.5710888888888889,0.5608222222222222,0.5574,0.5642444444444444,0.5816888888888889
3,2022-09-28 21:16:05,93750.0,35897.4358974359,28240.74074074074,19671.052631578947,16988.636363636364,8560.60606060606,3127.659574468085,80357.14285714286,78658.53658536586,76282.05128205128,73214.28571428571,66666.66666666667,56730.769230769234,46153.846153846156,39062.5,0.5702333333333334,0.5683499999999999,0.5709333333333333,0.5765333333333333,0.5683508245606512,0.5657666666666666,0.5606,0.5650999999999999,0.5702333333333334,0.5651,0.5676666666666667,0.5625333333333333,0.5625333333333333,0.5702333333333334,0.5753666666666667
4,2022-09-28 21:16:19,90322.58064516129,35576.92307692308,30833.333333333336,19527.027027027023,16907.894736842107,8560.60606060606,3133.3333333333335,83333.33333333334,76136.36363636365,73369.5652173913,73750.0,71153.84615384616,57500.0,45000.0,39144.73684210526,0.5719733333333333,0.5688666666666666,0.57524,0.57524,0.5645606596485211,0.5668,0.5626362250066649,0.5676666666666667,0.5676666666666667,0.5635600000000001,0.56972,0.5635600000000001,0.5615066666666666,0.5676666666666667,0.5740266666666667
5,2022-09-28 21:16:33,93518.51851851853,35135.13513513514,28846.153846153848,19729.72972972973,16976.744186046515,8888.888888888889,3279.0697674418607,83333.33333333334,77205.88235294119,75735.29411764706,73387.09677419355,67741.93548387097,54000.00000000001,44758.06451612902,39583.333333333336,0.5608222222222222,0.5692111111111111,0.5709333333333334,0.5763888888888888,0.5620338830404342,0.5674888888888888,0.5640444579776799,0.5574,0.5693777777777778,0.5539777777777778,0.5591111111111111,0.5591111111111111,0.5591111111111111,0.5608222222222222,0.5710888888888889
6,2022-09-28 21:16:47,96000.0,36280.48780487805,31985.29411764706,21015.625,17500.0,8611.111111111111,3139.5348837209303,85833.33333333334,81081.08108108108,75000.0,71739.13043478261,69230.76923076922,62500.0,48076.92307692308,40460.52631578947,0.5648761904761905,0.5679809523809524,0.5695809523809524,0.5666285714285715,0.561952852129896,0.5665047619047618,0.5606000115999161,0.5603333333333333,0.5603333333333333,0.5618000000000001,0.5603333333333333,0.5603333333333333,0.5574,0.5618000000000001,0.5663428571428571
7,2022-09-28 21:17:01,91129.03225806452,36397.058823529405,28846.153846153848,20337.83783783784,17500.0,8552.63157894737,3163.265306122449,86805.55555555556,79545.45454545454,76219.51219512195,71739.13043478261,68750.0,58620.68965517241,45982.14285714286,41544.117647058825,0.56125,0.565697952047952,0.5685666666666667,0.5698583333333334,0.560383745613659,0.564475,0.5618536348834021,0.5586833333333333,0.56125,0.56125,0.56125,0.5599666666666667,0.5599666666666667,0.56125,0.5689500000000001
8,2022-09-28 21:17:15,91666.66666666666,36607.142857142855,31818.18181818182,21750.0,17659.57446808511,9017.857142857143,3150.0000000000005,81081.08108108108,77777.77777777777,75595.2380952381,72500.0,67500.0,61666.66666666667,46296.2962962963,41118.42105263157,0.5677777777777778,0.5674924590628294,0.5664370370370371,0.5664370370370371,0.5628003664714005,0.5628962962962962,0.5628963414070891,0.5574,0.561962962962963,0.5608222222222223,0.5653851851851852,0.5596814814814814,0.5585407407407408,0.5608222222222223,0.5709777777777778
9,2022-09-28 21:17:29,92241.37931034483,36250.0,30078.125,20657.894736842107,17500.0,8790.322580645161,3212.7659574468084,84558.82352941176,78888.88888888889,76162.79069767443,73170.73170731707,72297.2972972973,60606.06060606061,46093.75,41118.42105263157,0.5730000000000001,0.5647365464898797,0.5680066666666667,0.5700733333333333,0.5604269964909272,0.5678333333333333,0.5637000405997135,0.5594533333333334,0.5656133333333333,0.5594533333333334,0.5656133333333333,0.5615066666666666,0.5594533333333334,0.5635600000000001,0.5707466666666667
