,timestamp,front-end_carts,orders_carts,front-end_catalogue,front-end_orders,orders_payment,orders_shipping,front-end_user,orders_user,carts_carts-db,catalogue_catalogue-db,orders_orders-db,queue-master_rabbitmq,shipping_rabbitmq,front-end_session-db,user_user-db
0,2022-09-25 10:30:52,32114.624505928852,19204.545454545452,19365.48223350254,65625.0,3426.229508196722,4400.0,24462.540716612373,20580.357142857145,51.290800000000004,65.76939999999999,0.5265333333333333,2.198493634606412,0.0,6.614528490503165,77.92460000000001
1,2022-09-25 10:31:06,31145.251396648044,23088.23529411765,17916.666666666664,71641.79104477611,3396.694214876033,3948.7179487179487,24271.58273381295,22884.615384615387,53.020066666666665,62.61566666666666,0.4979,2.0038277334864425,0.0002666666666666667,6.3218691135410126,78.13066666666668
2,2022-09-25 10:31:20,34772.72727272727,18145.161290322583,20732.758620689656,65340.909090909096,3355.9322033898306,3776.470588235294,28301.886792452835,20194.805194805198,53.49171111111111,62.36942222222222,0.5007440156413162,1.9389390997797864,0.00017777777777777779,6.354290520138453,76.79864444444445
3,2022-09-25 10:31:34,32522.123893805314,20352.11267605634,17233.72781065089,68509.61538461539,3336.0,4314.285714285715,25486.381322957197,21301.843317972347,52.9957,63.3457,0.4898975463045685,2.017237658168173,0.00013333333333333334,6.345751223437173,75.91948333333335
4,2022-09-25 10:31:48,34154.04040404041,23604.6511627907,21112.804878048784,69480.51948051949,3407.0796460176994,4424.242424242426,26179.245283018867,20837.696335078534,52.92461333333333,61.67917333333334,0.4916247037103215,2.042936793201205,0.00010666666666666667,6.343294312083072,75.90234666666667
5,2022-09-25 10:32:02,35562.5,23604.6511627907,20756.57894736842,67808.2191780822,3407.0796460176994,4424.242424242426,28625.954198473282,20837.696335078534,53.925677777777786,60.75801111111111,0.4927761419808235,2.006869549889893,0.00017777777777777779,6.234834148958115,75.0784
6,2022-09-25 10:32:16,31712.962962962967,22455.357142857145,19980.31496062992,66544.11764705883,3606.060606060606,4466.666666666667,26803.48258706468,21502.808988764045,55.086152380952385,60.1000380952381,0.48656050265022965,1.9988405665722893,0.0002285714285714286,6.191248318154575,74.00658095238096
7,2022-09-25 10:32:30,35540.54054054054,20869.565217391304,20454.545454545452,73670.21276595745,3603.7735849056603,4580.645161290322,29279.279279279275,23230.337078651686,55.049625,60.358216666666664,0.4860571064856176,1.9773021624174199,0.0002,6.19305894505192,73.49589166666667
8,2022-09-25 10:32:44,35194.17475728155,22642.857142857145,19419.64285714286,70052.08333333334,3451.612903225806,3837.209302325581,29230.03802281369,21858.97435897436,55.73443703703704,60.299955555555556,0.48685816872795645,1.9802092525345922,0.00017777777777777779,6.19298572893504,73.77065925925928
9,2022-09-25 10:32:58,35194.17475728155,19891.304347826088,19419.64285714286,70052.08333333334,3333.3333333333335,3764.7058823529405,29230.03802281369,21174.24242424242,55.61024,59.79896666666667,0.4872256851884941,1.9985349939477999,0.00016,6.192927156041536,73.60768666666667
10,2022-09-25 10:33:12,34605.91133004925,34156.976744186046,20171.875000000004,76515.15151515152,27215.18987341772,27857.14285714286,26835.317460317463,36285.425101214576,55.12858181818182,60.19195757575758,0.4877658986313632,2.0038934637979207,0.00019393939393939395,6.192503475189275,73.59240606060607
11,2022-09-25 10:33:26,32132.352941176465,42000.0,20591.216216216217,181066.17647058822,37500.0,38782.05128205128,23500.0,45318.725099601594,54.610691615297945,59.86677222222222,0.49700649574092653,2.0245425915425925,0.00017777777777777779,6.133361901043826,73.31210555555556
12,2022-09-25 10:33:40,30665.887850467298,43619.79166666667,19528.301886792455,181991.52542372883,37500.0,38194.444444444445,23779.069767441862,42875.0,54.41261656392921,58.92515,0.49790094018537095,2.0423527700327777,0.00017777777777777779,6.106902238224933,72.90781666666668
