NODE SUMMARY
service,in_edges,out_edges,num_in,num_out,num_out-in,num_invo-in,num_invo-out,num_invo-in-avg,num_invo-out-avg,num_invo-in-var,num_invo-out-var,num_anomalous_in,num_anomalous_out
station,"[('basic', 'station', {'num_invo': 219}), ('food', 'station', {'num_invo': 78}), ('order', 'station', {'num_invo': 24}), ('order-other', 'station', {'num_invo': 28}), ('preserve', 'station', {'num_invo': 12}), ('travel-plan', 'station', {'num_invo': 3})]",[],6,0,-6,364,0,60.666666666666664,n/a,5579.222222222223,n/a,0,0
travel,"[('food', 'travel', {'num_invo': 45}), ('gateway', 'travel', {'num_invo': 8}), ('preserve', 'travel', {'num_invo': 6}), ('route-plan', 'travel', {'num_invo': 4}), ('seat', 'travel', {'num_invo': 70})]","[('travel', 'order', {'num_invo': 14}), ('travel', 'route', {'num_invo': 131}), ('travel', 'seat', {'num_invo': 29}), ('travel', 'ticketinfo', {'num_invo': 128}), ('travel', 'train', {'num_invo': 56})]",5,5,0,133,358,26.6,71.6,700.64,2417.04,0,0
order,"[('gateway', 'order', {'num_invo': 29}), ('preserve', 'order', {'num_invo': 7}), ('seat', 'order', {'num_invo': 38}), ('security', 'order', {'num_invo': 6}), ('travel', 'order', {'num_invo': 14})]","[('order', 'station', {'num_invo': 24})]",5,1,-4,94,24,18.8,n/a,159.76,n/a,0,0
order-other,"[('gateway', 'order-other', {'num_invo': 29}), ('seat', 'order-other', {'num_invo': 2}), ('security', 'order-other', {'num_invo': 6}), ('travel2', 'order-other', {'num_invo': 1})]","[('order-other', 'station', {'num_invo': 28})]",4,1,-3,38,28,9.5,n/a,130.25,n/a,0,0
seat,"[('preserve', 'seat', {'num_invo': 6}), ('travel', 'seat', {'num_invo': 29}), ('travel-plan', 'seat', {'num_invo': 7}), ('travel2', 'seat', {'num_invo': 1})]","[('seat', 'config', {'num_invo': 32}), ('seat', 'order', {'num_invo': 38}), ('seat', 'order-other', {'num_invo': 2}), ('seat', 'travel', {'num_invo': 70}), ('seat', 'travel2', {'num_invo': 5})]",4,5,1,43,147,10.75,29.4,116.1875,615.04,0,0
ticketinfo,"[('preserve', 'ticketinfo', {'num_invo': 6}), ('travel', 'ticketinfo', {'num_invo': 128}), ('travel-plan', 'ticketinfo', {'num_invo': 10}), ('travel2', 'ticketinfo', {'num_invo': 5})]","[('ticketinfo', 'basic', {'num_invo': 148})]",4,1,-3,149,148,37.25,n/a,2748.6875,n/a,0,0
route,"[('basic', 'route', {'num_invo': 21}), ('travel', 'route', {'num_invo': 131}), ('travel2', 'route', {'num_invo': 6})]",[],3,0,-3,158,0,52.666666666666664,n/a,3105.555555555556,n/a,0,0
train,"[('basic', 'train', {'num_invo': 23}), ('travel', 'train', {'num_invo': 56}), ('travel2', 'train', {'num_invo': 5})]",[],3,0,-3,84,0,28.0,n/a,446.0,n/a,0,0
verification-code,"[('auth', 'verification-code', {'num_invo': 23}), ('gateway', 'verification-code', {'num_invo': 128})]",[],2,0,-2,151,0,75.5,n/a,2756.25,n/a,0,0
food,"[('gateway', 'food', {'num_invo': 51}), ('preserve', 'food', {'num_invo': 7})]","[('food', 'food-map', {'num_invo': 82}), ('food', 'station', {'num_invo': 78}), ('food', 'travel', {'num_invo': 45})]",2,3,1,58,205,29.0,68.33333333333333,484.0,274.8888888888889,0,0
assurance,"[('gateway', 'assurance', {'num_invo': 65}), ('preserve', 'assurance', {'num_invo': 7})]",[],2,0,-2,72,0,36.0,n/a,841.0,n/a,0,0
contacts,"[('gateway', 'contacts', {'num_invo': 63}), ('preserve', 'contacts', {'num_invo': 7})]",[],2,0,-2,70,0,35.0,n/a,784.0,n/a,0,0
travel2,"[('route-plan', 'travel2', {'num_invo': 2}), ('seat', 'travel2', {'num_invo': 5})]","[('travel2', 'order-other', {'num_invo': 1}), ('travel2', 'route', {'num_invo': 6}), ('travel2', 'seat', {'num_invo': 1}), ('travel2', 'ticketinfo', {'num_invo': 5}), ('travel2', 'train', {'num_invo': 5})]",2,5,3,7,18,3.5,3.6,2.25,4.640000000000001,0,0
auth,"[('gateway', 'auth', {'num_invo': 27})]","[('auth', 'verification-code', {'num_invo': 23})]",1,1,0,27,23,n/a,n/a,n/a,n/a,0,0
basic,"[('ticketinfo', 'basic', {'num_invo': 148})]","[('basic', 'price', {'num_invo': 23}), ('basic', 'route', {'num_invo': 21}), ('basic', 'station', {'num_invo': 219}), ('basic', 'train', {'num_invo': 23})]",1,4,3,148,286,n/a,71.5,n/a,7252.75,0,0
price,"[('basic', 'price', {'num_invo': 23})]",[],1,0,-1,23,0,n/a,n/a,n/a,n/a,0,0
food-map,"[('food', 'food-map', {'num_invo': 82})]",[],1,0,-1,82,0,n/a,n/a,n/a,n/a,0,0
consign,"[('gateway', 'consign', {'num_invo': 3})]",[],1,0,-1,3,0,n/a,n/a,n/a,n/a,0,0
inside-payment,"[('gateway', 'inside-payment', {'num_invo': 35, 'anomalous': True, 'selected_features': ['http_status']})]",[],1,0,-1,35,0,n/a,n/a,n/a,n/a,1,0
preserve,"[('gateway', 'preserve', {'num_invo': 7})]","[('preserve', 'assurance', {'num_invo': 7}), ('preserve', 'contacts', {'num_invo': 7}), ('preserve', 'food', {'num_invo': 7}), ('preserve', 'notification', {'num_invo': 7}), ('preserve', 'order', {'num_invo': 7}), ('preserve', 'seat', {'num_invo': 6}), ('preserve', 'security', {'num_invo': 7}), ('preserve', 'station', {'num_invo': 12}), ('preserve', 'ticketinfo', {'num_invo': 6}), ('preserve', 'travel', {'num_invo': 6}), ('preserve', 'user', {'num_invo': 7})]",1,11,10,7,79,n/a,7.181818181818182,n/a,2.512396694214875,0,0
travel-plan,"[('gateway', 'travel-plan', {'num_invo': 1})]","[('travel-plan', 'seat', {'num_invo': 7}), ('travel-plan', 'station', {'num_invo': 3}), ('travel-plan', 'ticketinfo', {'num_invo': 10})]",1,3,2,1,20,n/a,6.666666666666667,n/a,8.222222222222221,0,0
ts-ui-dashboard,"[('gateway', 'ts-ui-dashboard', {'num_invo': 32})]",[],1,0,-1,32,0,n/a,n/a,n/a,n/a,0,0
notification,"[('preserve', 'notification', {'num_invo': 7})]",[],1,0,-1,7,0,n/a,n/a,n/a,n/a,0,0
security,"[('preserve', 'security', {'num_invo': 7})]","[('security', 'order', {'num_invo': 6}), ('security', 'order-other', {'num_invo': 6})]",1,2,1,7,12,n/a,6.0,n/a,0.0,0,0
user,"[('preserve', 'user', {'num_invo': 7})]",[],1,0,-1,7,0,n/a,n/a,n/a,n/a,0,0
config,"[('seat', 'config', {'num_invo': 32})]",[],1,0,-1,32,0,n/a,n/a,n/a,n/a,0,0
gateway,[],"[('gateway', 'assurance', {'num_invo': 65}), ('gateway', 'auth', {'num_invo': 27}), ('gateway', 'consign', {'num_invo': 3}), ('gateway', 'contacts', {'num_invo': 63}), ('gateway', 'food', {'num_invo': 51}), ('gateway', 'inside-payment', {'num_invo': 35, 'anomalous': True, 'selected_features': ['http_status']}), ('gateway', 'order', {'num_invo': 29}), ('gateway', 'order-other', {'num_invo': 29}), ('gateway', 'preserve', {'num_invo': 7}), ('gateway', 'travel', {'num_invo': 8}), ('gateway', 'travel-plan', {'num_invo': 1}), ('gateway', 'ts-ui-dashboard', {'num_invo': 32}), ('gateway', 'verification-code', {'num_invo': 128})]",0,13,13,0,478,n/a,36.76923076923077,n/a,1106.6390532544378,0,1
route-plan,[],"[('route-plan', 'travel', {'num_invo': 4}), ('route-plan', 'travel2', {'num_invo': 2})]",0,2,2,0,6,n/a,3.0,n/a,1.0,0,0

EDGE SUMMARY
source,target,num_invo,anomalous,selected_features
auth,verification-code,23,0,
basic,price,23,0,
basic,route,21,0,
basic,station,219,0,
basic,train,23,0,
food,food-map,82,0,
food,station,78,0,
food,travel,45,0,
travel,order,14,0,
travel,route,131,0,
travel,seat,29,0,
travel,ticketinfo,128,0,
travel,train,56,0,
gateway,assurance,65,0,
gateway,auth,27,0,
gateway,consign,3,0,
gateway,contacts,63,0,
gateway,food,51,0,
gateway,inside-payment,35,1,['http_status']
gateway,order,29,0,
gateway,order-other,29,0,
gateway,preserve,7,0,
gateway,travel,8,0,
gateway,travel-plan,1,0,
gateway,ts-ui-dashboard,32,0,
gateway,verification-code,128,0,
order,station,24,0,
order-other,station,28,0,
preserve,assurance,7,0,
preserve,contacts,7,0,
preserve,food,7,0,
preserve,notification,7,0,
preserve,order,7,0,
preserve,seat,6,0,
preserve,security,7,0,
preserve,station,12,0,
preserve,ticketinfo,6,0,
preserve,travel,6,0,
preserve,user,7,0,
travel-plan,seat,7,0,
travel-plan,station,3,0,
travel-plan,ticketinfo,10,0,
seat,config,32,0,
seat,order,38,0,
seat,order-other,2,0,
seat,travel,70,0,
seat,travel2,5,0,
security,order,6,0,
security,order-other,6,0,
ticketinfo,basic,148,0,
route-plan,travel,4,0,
route-plan,travel2,2,0,
travel2,order-other,1,0,
travel2,route,6,0,
travel2,seat,1,0,
travel2,ticketinfo,5,0,
travel2,train,5,0,
