,timestamp,front-end_carts,orders_carts,front-end_catalogue,front-end_orders,orders_payment,orders_shipping,front-end_user,orders_user,carts_carts-db,catalogue_catalogue-db,orders_orders-db,queue-master_rabbitmq,shipping_rabbitmq,front-end_session-db,user_user-db
0,2022-09-25 09:22:38,40250.0,21464.285714285714,24397.321428571428,70588.23529411765,3860.0,4928.571428571428,30882.352941176472,21785.714285714286,55.1214,64.3254,0.4772666666666667,1.6669333333333334,0.0,5.891733333333334,63.21887496667556
1,2022-09-25 09:22:52,34871.79487179487,21142.857142857138,21611.111111111113,70294.11764705883,3466.666666666667,5234.374999999999,30993.15068493151,21367.713004484307,59.087633333333336,57.5591,0.4519,1.7910666666666666,0.0,5.949133333333334,67.9493281208411
2,2022-09-25 09:23:06,33494.47513812155,18275.862068965514,20335.365853658535,75000.0,3549.0196078431372,4587.301587301587,28329.91803278689,21810.344827586207,58.85357777777778,57.583622222222225,0.4696888888888889,1.8676865637380133,0.0001778251978305326,5.938777777777777,68.64752985833852
3,2022-09-25 09:23:20,34691.62995594714,21801.47058823529,21383.928571428572,72972.97297297297,3672.897196261682,5588.235294117646,29345.878136200718,23648.25581395349,59.65748333333333,57.51213333333333,0.47086046873264464,1.9059965122736866,0.00013336889837289946,5.940533333333334,70.15411406042055
4,2022-09-25 09:23:34,36146.49681528662,21785.71428571429,20528.846153846152,75641.02564102566,3549.0196078431377,4811.32075471698,27892.156862745098,20465.116279069767,58.68352,58.395293333333335,0.46737193617317807,1.9718262194888392,0.00010669511869831956,5.95512,69.71763791500311
5,2022-09-25 09:23:48,33482.14285714286,24999.999999999996,19303.79746835443,72058.82352941176,3804.123711340206,4787.878787878789,26760.56338028169,22567.567567567567,57.844022222222215,57.3996,0.4778988356998706,1.965344071796255,8.89125989152663e-05,5.902911111111112,69.74175381805814
6,2022-09-25 09:24:02,37271.68949771689,24999.999999999996,21080.645161290326,71710.52631578948,3804.123711340206,4787.878787878789,30900.0,22567.567567567567,59.16282857142858,58.902590476190475,0.4854180496475081,1.9657806329682186,0.00015240127526070448,5.937333333333334,69.90539851071651
7,2022-09-25 09:24:16,36503.06748466257,22380.952380952374,19595.588235294115,75324.6753246753,3486.4864864864867,4313.432835820896,32369.40298507463,20679.012345679013,58.99093333333333,60.029833333333336,0.487899126774903,1.9794080538471912,0.00020001778251978305,5.908083333333334,69.69369869687694
8,2022-09-25 09:24:30,31182.79569892474,18661.971830985916,18945.783132530116,65548.78048780488,3583.333333333333,4606.060606060605,24852.941176470587,21000.0,57.82548148148149,58.82906666666666,0.48995834012479694,1.9939478997160218,0.00017779358446202938,5.935392592592593,69.83568773055728
9,2022-09-25 09:24:44,34551.28205128206,21341.46341463415,19807.692307692305,64333.33333333334,3363.636363636364,4065.2173913043475,25858.369098712443,19695.817490494297,57.71922666666667,59.209086666666664,0.493099600197801,2.0339531097444197,0.00016001422601582643,5.93646,70.11228562416822
10,2022-09-25 09:24:58,34551.28205128206,18884.615384615387,19807.692307692305,64333.33333333334,3303.5714285714284,4468.75,25858.369098712443,19338.942307692305,57.165866666666666,60.02582424242425,0.4979572123010312,2.0457270694646237,0.00014546747819620587,5.937333333333333,70.50213844621354
11,2022-09-25 09:25:12,27890.173410404623,18595.50561797753,18518.51851851852,61217.94871794872,3330.5785123966944,4037.974683544304,27614.379084967317,19922.566371681416,57.06688333333333,59.620383333333336,0.4974461098578827,2.04519425812035,0.0001777896327909665,5.96606111111111,70.49783802014018
12,2022-09-25 09:25:26,35204.08163265306,18500.0,20043.85964912281,68390.80459770115,3438.59649122807,4437.5,26588.983050847455,19528.985507246376,56.82905,59.65107222222223,0.4953162020977062,2.0791831470092386,0.0001777896327909665,6.002583333333334,71.01995955069499
