,timestamp,gateway_chain-1,chain-9_chain-10,chain-10_chain-11,chain-11_chain-12,chain-12_chain-13,chain-13_chain-14,chain-14_chain-15,chain-1_chain-2,chain-2_chain-3,chain-3_chain-4,chain-4_chain-5,chain-5_chain-6,chain-6_chain-7,chain-7_chain-8,chain-8_chain-9,chain-1_chain-1-db,chain-10_chain-10-db,chain-11_chain-11-db,chain-12_chain-12-db,chain-13_chain-13-db,chain-14_chain-14-db,chain-15_chain-15-db,chain-2_chain-2-db,chain-3_chain-3-db,chain-4_chain-4-db,chain-5_chain-5-db,chain-6_chain-6-db,chain-7_chain-7-db,chain-8_chain-8-db,chain-9_chain-9-db
0,2022-09-28 20:13:05,94642.85714285714,37500.0,31944.444444444445,22096.774193548383,18720.930232558138,10000.0,4913.043478260869,84027.77777777777,78048.78048780488,79651.16279069766,75000.0,72297.2972972973,69117.64705882354,48148.14814814815,41025.64102564102,0.5882000000000001,0.5916,0.5502666666666667,0.5606,0.5916,0.5709333333333333,0.5924666666666667,0.6097333333333333,0.6097333333333333,0.5994666666666667,0.5984666666666667,0.5892000000000001,0.5574,0.5779333333333333,0.5574
1,2022-09-28 20:13:19,92592.5925925926,38782.05128205128,35887.096774193546,21250.0,18289.473684210527,14038.461538461539,4913.043478260869,83088.23529411765,80555.55555555556,77777.77777777777,73125.0,67857.14285714286,55555.555555555555,43951.61290322581,41666.66666666667,0.5676666666666668,0.5606,0.5450999999999999,0.5451,0.5451,0.5709333333333333,0.5554333333333333,0.5574,0.542,0.5625333333333333,0.5676666666666668,0.5625333333333333,0.5574,0.5574,0.5471333333333334
2,2022-09-28 20:13:33,100000.0,38928.57142857143,32327.586206896554,25000.0,18372.093023255813,10625.0,4538.461538461538,86718.75,80555.55555555556,78750.0,75000.0,68421.05263157895,64166.66666666667,49000.0,45089.28571428572,0.5574,0.5571555555555556,0.5502666666666666,0.5571555555555555,0.5502666666666667,0.5571555555555555,0.5574444444444445,0.5399555555555556,0.5543111111111111,0.5680000000000001,0.5539309813679315,0.5645777777777777,0.5471333333333334,0.5437111111111111,0.5437111111111111
3,2022-09-28 20:13:47,92857.14285714286,36785.71428571429,30803.57142857143,21250.0,18048.78048780488,10000.0,4161.290322580644,85937.5,80000.0,76829.26829268293,72435.89743589744,70833.33333333333,58333.333333333336,48000.0,41785.71428571429,0.5548333333333334,0.5554333333333333,0.5502666666666667,0.55285,0.5502666666666667,0.5502666666666667,0.5528500000000001,0.5445666666666666,0.5497000000000001,0.5574,0.5599701085252818,0.5548333333333334,0.5574,0.5522666666666667,0.5445666666666666
4,2022-09-28 20:14:01,111111.11111111111,38851.35135135135,33203.125,22931.03448275862,18750.0,12307.692307692309,4703.703703703704,92500.0,83108.10810810809,80769.23076923078,79878.0487804878,70833.33333333333,59259.25925925927,47685.18518518518,43750.0,0.5553466666666667,0.5626666666666666,0.5523333333333333,0.5523333333333333,0.5523333333333333,0.5544,0.5649066666666667,0.5407733333333333,0.5555466666666666,0.5596533333333333,0.563593584819692,0.5555466666666666,0.5532933333333334,0.56272,0.5532933333333334
5,2022-09-28 20:14:15,116666.66666666669,38031.914893617024,33974.35897435898,23125.0,18035.714285714286,13857.142857142857,5400.0,92241.37931034483,81081.08108108108,78409.09090909091,75595.2380952381,67142.85714285714,66666.66666666666,54629.629629629635,43402.77777777778,0.5556888888888889,0.5623222222222223,0.5588777777777777,0.5606,0.5606,0.5588777777777777,0.5571555555555555,0.5522666666666667,0.5591111111111111,0.5591111111111111,0.5608380526743667,0.5574,0.5539777777777778,0.570388888888889,0.5539777777777778
6,2022-09-28 20:14:29,89655.17241379312,38031.914893617024,27173.91304347826,21250.0,16689.189189189194,8793.10344827586,5000.0,87500.0,81944.44444444444,72972.97297297297,66176.47058823529,68243.24324324324,51041.666666666664,45089.28571428572,38671.875,0.5603333333333333,0.5606,0.5532190476190476,0.5561714285714286,0.5561714285714286,0.5650285714285714,0.5622,0.5513904761904762,0.5560761904761905,0.5634095238095238,0.5632912453475788,0.5604761904761905,0.5574,0.5641333333333334,0.5544666666666667
7,2022-09-28 20:14:43,100000.0,34469.69696969697,34062.5,23000.0,16689.189189189194,11810.344827586207,4225.806451612903,89843.75,80128.20512820514,77717.39130434782,74390.24390243902,67763.15789473685,62903.22580645161,55172.41379310344,42361.11111111112,0.5548333333333334,0.5631833333333334,0.5593083333333333,0.5528500000000001,0.5618916666666667,0.5606,0.5618916666666667,0.5497000000000001,0.5599666666666667,0.56125,0.5599881730124648,0.56125,0.5522666666666667,0.564575,0.55355
8,2022-09-28 20:14:57,100000.0,37797.61904761905,33333.33333333333,23000.0,17659.57446808511,14453.125,5113.636363636363,90833.33333333334,84285.71428571429,78205.1282051282,75641.02564102566,73750.0,62903.22580645161,55769.23076923077,42916.66666666667,0.5596814814814814,0.5663407407407407,0.5640444444444443,0.5571555555555556,0.5617481481481481,0.5606,0.565288888888889,0.5515851851851852,0.5620740740740741,0.5643555555555556,0.5619820797147835,0.5618518518518518,0.5596814814814814,0.5614962962962964,0.5539777777777778
9,2022-09-28 20:15:11,100000.0,36858.97435897436,35344.8275862069,26388.888888888887,19038.46153846154,14453.125,4481.481481481481,89393.93939393939,79268.29268292683,79605.26315789473,72826.08695652173,68750.0,63709.67741935484,54000.00000000001,42434.210526315794,0.56048,0.5616333333333333,0.5647333333333333,0.5585333333333333,0.5616333333333333,0.5595666666666667,0.5616333333333333,0.5563733333333334,0.5615066666666666,0.5635600000000001,0.5625505384099718,0.56664,0.5594533333333334,0.5662200000000001,0.5563733333333334
