chain-9_chain-10,chain-10_chain-11,chain-11_chain-12,chain-12_chain-13,chain-13_chain-14,chain-14_chain-15
"('chain-13', 0.23000889698484034)","('chain-10', 0.17997963394072136)","('chain-12', 0.1740823092322749)","('chain-11', 0.16082770946283634)","('chain-14', 0.15359664872947582)","('chain-9', 0.053125)","('chain-15', 0.04837980164985125)","('chain-12-db', 0.0)","('home-cluster-node2', 0.0)","('chain-10-db', 0.0)","('chain-13-db', 0.0)","('home-cluster-node3', 0.0)","('chain-11-db', 0.0)","('home-cluster-node1', 0.0)","('chain-15-db', 0.0)","('chain-14-db', 0.0)"
"('chain-13', 0.23000889698484034)","('chain-10', 0.17997963394072136)","('chain-12', 0.1740823092322749)","('chain-11', 0.16082770946283634)","('chain-14', 0.15359664872947582)","('chain-9', 0.053125)","('chain-15', 0.04837980164985125)","('chain-12-db', 0.0)","('chain-10-db', 0.0)","('chain-13-db', 0.0)","('chain-11-db', 0.0)","('chain-15-db', 0.0)","('chain-14-db', 0.0)"
