,source,destination
0,fanout-1,fanout-1-db
1,fanout-3,fanout-3-db
2,user,user-db
3,shipping,rabbitmq
4,queue-master,rabbitmq
5,front-end,session-db
6,carts,carts-db
7,fanout-2,fanout-2-db
8,fanout-4,fanout-4-db
9,fanout-5,fanout-5-db
10,orders,orders-db
11,catalogue,catalogue-db
12,front-end,user
13,orders,user
14,front-end,carts
15,orders,carts
16,front-end,catalogue
17,front-end,orders
18,orders,payment
19,orders,shipping
20,carts,home-cluster-node2
21,user-db,home-cluster-node2
22,carts-db,home-cluster-node1
23,catalogue-db,home-cluster-node1
24,rabbitmq,home-cluster-node1
25,user,home-cluster-node1
26,catalogue,home-cluster-node3
27,orders,home-cluster-node2
28,orders-db,home-cluster-node1
29,payment,home-cluster-node2
30,queue-master,home-cluster-node3
31,session-db,home-cluster-node2
32,front-end,home-cluster-node3
33,shipping,home-cluster-node3
