gateway_chain-1,chain-9_chain-10,chain-10_chain-11,chain-11_chain-12,chain-12_chain-13,chain-13_chain-14,chain-14_chain-15,chain-1_chain-2,chain-2_chain-3,chain-4_chain-5,chain-5_chain-6,chain-6_chain-7,chain-7_chain-8,chain-8_chain-9
"('chain-3', 0.08148071960644965)","('chain-11', 0.0759247838604521)","('chain-10', 0.07434220748778098)","('chain-7', 0.07423184327365852)","('chain-9', 0.0740361008758369)","('chain-1', 0.06967060700811195)","('chain-6', 0.06799114378710891)","('chain-8', 0.06796734082243272)","('chain-5', 0.06614442470969181)","('chain-13', 0.06489584816265728)","('chain-14', 0.06179095008735763)","('chain-2', 0.05867503357675745)","('chain-12', 0.0583351510412707)","('chain-4', 0.0425)","('gateway', 0.0425)","('chain-15', 0.01951384570043346)","('chain-db', 0.0)","('home-cluster-node2', 0.0)","('home-cluster-node3', 0.0)","('home-cluster-node1', 0.0)"
"('chain-3', 0.08148071960644965)","('chain-11', 0.0759247838604521)","('chain-10', 0.07434220748778098)","('chain-7', 0.07423184327365852)","('chain-9', 0.0740361008758369)","('chain-1', 0.06967060700811195)","('chain-6', 0.06799114378710891)","('chain-8', 0.06796734082243272)","('chain-5', 0.06614442470969181)","('chain-13', 0.06489584816265728)","('chain-14', 0.06179095008735763)","('chain-2', 0.05867503357675745)","('chain-12', 0.0583351510412707)","('chain-4', 0.0425)","('gateway', 0.0425)","('chain-15', 0.01951384570043346)","('chain-db', 0.0)"
