chain-4_chain-5,chain-5_chain-6,chain-6_chain-7,chain-7_chain-8
"('chain-8', 0.2730290712036384)","('chain-6', 0.25329885852342693)","('chain-5', 0.22211393071615324)","('chain-7', 0.18617352417216615)","('chain-4', 0.06538461538461539)","('chain-7-db', 0.0)","('home-cluster-node3', 0.0)","('chain-5-db', 0.0)","('chain-6-db', 0.0)","('home-cluster-node2', 0.0)","('chain-8-db', 0.0)","('chain-9', 0.0)","('home-cluster-node1', 0.0)"
"('chain-8', 0.2730290712036384)","('chain-6', 0.25329885852342693)","('chain-5', 0.22211393071615324)","('chain-7', 0.18617352417216615)","('chain-4', 0.06538461538461539)","('chain-7-db', 0.0)","('chain-5-db', 0.0)","('chain-6-db', 0.0)","('chain-8-db', 0.0)","('chain-9', 0.0)"
