,source,destination
0,shipping,rabbitmq
1,front-end,session-db
2,carts,carts-db
3,catalogue,catalogue-db
4,orders,orders-db
5,user,user-db
6,queue-master,rabbitmq
7,front-end,user
8,orders,user
9,front-end,carts
10,orders,carts
11,front-end,catalogue
12,front-end,orders
13,orders,payment
14,orders,shipping
15,user-db,home-cluster-node2
16,orders,home-cluster-node2
17,orders-db,home-cluster-node1
18,queue-master,home-cluster-node3
19,carts,home-cluster-node2
20,payment,home-cluster-node2
21,shipping,home-cluster-node3
22,rabbitmq,home-cluster-node1
23,user,home-cluster-node1
24,carts-db,home-cluster-node1
25,catalogue,home-cluster-node3
26,catalogue-db,home-cluster-node1
27,front-end,home-cluster-node3
28,session-db,home-cluster-node2
