,timestamp,gateway_chain-1,chain-1_chain-2,chain-2_chain-3,chain-3_chain-4,chain-4_chain-5,chain-1_chain-1-db,chain-2_chain-2-db,chain-3_chain-3-db,chain-4_chain-4-db,chain-5_chain-5-db
0,2022-09-28 16:41:56,35472.972972972966,21612.90322580645,17663.04347826087,12222.222222222223,3186.046511627907,0.5225711809028473,0.6063333333333334,0.5757333333333333,0.5644,0.5236000000000001
1,2022-09-28 16:42:10,37857.142857142855,27083.333333333336,19214.285714285714,13750.0,3526.3157894736846,0.5542522571180903,0.544,0.544,0.5338,0.5542
2,2022-09-28 16:42:24,37239.583333333336,22321.42857142857,17500.0,12844.827586206897,3045.4545454545455,0.5436570603009491,0.5511777777777778,0.5443777777777777,0.544,0.5372
3,2022-09-28 16:42:38,36627.90697674418,25000.0,17826.08695652174,10865.384615384615,3170.2127659574467,0.5440261285590452,0.5547666666666666,0.5414233719922682,0.54655,0.5389
4,2022-09-28 16:42:52,37209.3023255814,30416.666666666668,18315.217391304348,13500.0,3372.093023255814,0.5519542361805694,0.5544266666666667,0.5564700305270679,0.5582800000000001,0.54604
5,2022-09-28 16:43:06,37152.77777777778,25625.000000000004,18716.216216216217,14354.83870967742,3372.093023255814,0.5559174190393634,0.5630777777777778,0.547402803217001,0.5661,0.5525
6,2022-09-28 16:43:20,35855.26315789474,25000.0,18197.67441860465,12678.57142857143,3142.8571428571427,0.5496815972718353,0.5543619047619048,0.5499928789479057,0.5571142857142857,0.5483714285714286
7,2022-09-28 16:43:34,38372.09302325582,25000.0,17978.72340425532,14218.75,3181.818181818182,0.5529380642795225,0.5557583333333334,0.5491021024127508,0.555475,0.5452750000000001
8,2022-09-28 16:43:48,34459.45945945946,29310.344827586207,17329.545454545452,14218.75,3186.046511627907,0.5518190201003164,0.5520592592592592,0.5484092762187414,0.5576,0.5451333333333334
9,2022-09-28 16:44:02,34782.60869565217,25520.833333333332,17329.545454545452,11111.111111111111,3227.2727272727275,0.5572381308834616,0.5564666666666667,0.5531816819302006,0.5562400000000001,0.5450200000000001
10,2022-09-28 16:44:16,34782.60869565217,28977.272727272724,17794.117647058825,13308.823529411764,3122.448979591837,0.5578135040630674,0.5607939393939394,0.5578075896335157,0.5644,0.5477090909090909
11,2022-09-28 16:44:30,75657.8947368421,75531.91489361702,75543.47826086957,12327.58620689655,3119.9999999999995,0.5610068231689229,0.5637388888888889,0.5584514016085005,0.5627000000000001,0.5542
12,2022-09-28 16:44:44,80113.63636363635,77325.58139534884,76041.66666666667,13145.16129032258,3285.7142857142862,0.5626981136492412,0.5576,0.5565625127196117,0.5618500000000001,0.55845
