chain-9_chain-10,chain-10_chain-11,chain-11_chain-12,chain-8_chain-9
"('chain-11', 0.2935746884840774)","('chain-9', 0.24182560181013976)","('chain-10', 0.18791770970342384)","('chain-8', 0.16860011003438025)","('chain-12', 0.10808188996797874)","('chain-db', 0.0)","('home-cluster-node1', 0.0)","('home-cluster-node3', 0.0)","('chain-13', 0.0)","('home-cluster-node2', 0.0)"
"('chain-11', 0.2935746884840774)","('chain-9', 0.24182560181013976)","('chain-10', 0.18791770970342384)","('chain-8', 0.16860011003438025)","('chain-12', 0.10808188996797874)","('chain-db', 0.0)","('chain-13', 0.0)"
