,timestamp,gateway_chain-1,chain-1_chain-2,chain-2_chain-3,chain-3_chain-4,chain-4_chain-5,chain-1_chain-1-db,chain-2_chain-2-db,chain-3_chain-3-db,chain-4_chain-4-db,chain-5_chain-5-db
0,2022-09-28 16:52:44,36647.72727272727,28571.428571428572,17500.0,13515.625,3212.7659574468084,0.5230245595301656,0.5734666666666667,0.5428666666666667,0.5542,0.5542
1,2022-09-28 16:52:58,35576.92307692308,22822.580645161288,17840.909090909092,12068.96551724138,3266.6666666666665,0.5748789464317494,0.595,0.5797,0.5542,0.5742434278865362
2,2022-09-28 16:53:12,38095.23809523809,29500.0,18693.18181818182,15472.972972972972,3181.818181818182,0.5921637420656108,0.5708222222222222,0.5572222222222222,0.5678,0.5814005712008226
3,2022-09-28 16:53:26,35416.666666666664,20808.823529411766,17340.425531914894,9700.0,3042.553191489362,0.5696394732158747,0.57205,0.5669201992934747,0.5644,0.5720504284006169
4,2022-09-28 16:53:40,36436.17021276596,25500.0,17500.0,14256.756756756757,3204.0816326530617,0.5790182452393664,0.5764133333333333,0.5702928441050471,0.5746,0.5684803427204935
5,2022-09-28 16:53:54,36250.0,24444.44444444444,17989.130434782608,13529.411764705885,3227.2727272727275,0.5763929821439165,0.578,0.5779995923097615,0.5695,0.5763002856004112
6,2022-09-28 16:54:08,36363.63636363637,24134.615384615387,17500.0,14632.35294117647,3130.4347826086955,0.5792130323138333,0.5791333333333333,0.5715234600750337,0.5687499333511064,0.5746002448003525
7,2022-09-28 16:54:22,36858.97435897436,27604.166666666668,18035.714285714286,14354.83870967742,3205.128205128205,0.5746697366079374,0.5746,0.5656746942323211,0.5656743298523967,0.5733252142003085
8,2022-09-28 16:54:36,37179.48717948718,32083.333333333336,18023.25581395349,15514.705882352942,3205.128205128205,0.5679688635818935,0.5690592592592593,0.5574738022805817,0.5632821937978449,0.5655335237336074
9,2022-09-28 16:54:50,35975.60975609756,29687.5,18352.272727272728,16600.0,3133.3333333333335,0.5644564053664183,0.56542,0.5643997553858568,0.5603233005528334,0.5644001713602468
10,2022-09-28 16:55:04,157692.3076923077,29687.5,169767.4418604651,75581.3953488372,3390.2439024390246,0.5664088533634106,0.5672848484848485,0.5596603836841123,0.5606699765198284,0.5634728830547698
11,2022-09-28 16:55:18,175000.0,175000.0,175000.0,75581.3953488372,3486.4864864864862,0.5618970044720153,0.5627,0.5557109072659918,0.5593110541936541,0.5635501428002057
12,2022-09-28 16:55:32,175000.0,175000.0,175000.0,75000.0,3400.0000000000005,0.5688394022889459,0.5628888888888889,0.5592997961548808,0.5593110541936542,0.5618501428002056
