,timestamp,gateway_fanout-1,gateway_fanout-2,gateway_fanout-3,gateway_fanout-4,gateway_fanout-5,fanout-1_fanout-db,fanout-2_fanout-db,fanout-3_fanout-db,fanout-4_fanout-db,fanout-5_fanout-db
0,2022-09-28 23:32:09,3372.093023255814,3040.0,3081.6326530612246,3217.3913043478256,3217.3913043478256,0.5390666666666667,0.5821333333333333,0.5606,0.5821333333333333,0.5390666666666667
1,2022-09-28 23:32:23,3355.5555555555557,3255.31914893617,3042.553191489362,3173.9130434782605,3163.265306122449,0.5812666666666667,0.5812666666666666,0.5812666666666666,0.5812666666666666,0.5812666666666667
2,2022-09-28 23:32:37,3355.5555555555557,3222.222222222222,3083.3333333333335,3428.571428571429,3163.265306122449,0.5809777777777778,0.5953333333333334,0.5881555555555555,0.5953333333333334,0.5775333333333333
3,2022-09-28 23:32:51,3272.727272727273,3133.3333333333335,3081.6326530612246,3083.3333333333335,3222.222222222222,0.58385,0.58385,0.58385,0.58385,0.58385
4,2022-09-28 23:33:05,3133.3333333333335,3170.2127659574467,3000.0,3173.9130434782605,3133.3333333333335,0.5790266666666667,0.58764,0.5833333333333333,0.58764,0.5790266666666667
5,2022-09-28 23:33:19,3418.604651162791,3325.5813953488373,3170.2127659574467,3363.636363636364,3170.2127659574467,0.5812666666666667,0.5812666666666667,0.5812666666666666,0.5812666666666667,0.5812666666666667
6,2022-09-28 23:33:33,3227.272727272727,3325.5813953488373,3083.3333333333335,3512.8205128205127,3222.222222222222,0.5796558097015636,0.5858073704458453,0.5827315900737045,0.5858073704458453,0.5796558097015636
7,2022-09-28 23:33:47,3487.8048780487807,3081.6326530612246,3173.9130434782605,3390.243902439024,3318.1818181818185,0.5784476669777363,0.5892128982802294,0.5838302826289827,0.5892128982802294,0.5784476669777363
8,2022-09-28 23:34:01,3333.3333333333335,3279.0697674418607,3000.0,3204.0816326530617,3227.2727272727275,0.5800141120642509,0.584797383260398,0.5824057476623243,0.584797383260398,0.5800141120642509
9,2022-09-28 23:34:15,3285.714285714286,3000.0,3000.0,3311.1111111111113,3113.2075471698113,0.5841860341911591,0.5927976449343582,0.5884918395627585,0.5927976449343582,0.5841860341911591
10,2022-09-28 23:34:29,3449.9999999999995,3333.3333333333335,3125.0,3311.1111111111113,3285.7142857142862,0.583060031082872,0.5869736166069923,0.5850168238449321,0.5869736166069923,0.583060031082872
11,2022-09-28 23:34:43,3127.659574468085,3266.6666666666665,3341.4634146341464,36944.444444444445,3170.2127659574467,0.5845605840481881,0.5917369263341873,0.5881487551911877,0.5917369263341873,0.5828383618259659
12,2022-09-28 23:34:57,3450.0,3130.4347826086955,3085.1063829787236,37500.0,3333.3333333333335,0.5864272507148548,0.5864258152230762,0.5864265329689655,0.5864258152230762,0.5864272507148548
