fanout-1,"('gateway', 0.5386290038964844)","('fanout-1', 0.4613709961035156)","('fanout-db', 0.0)"

fanout-2,"('gateway', 0.5386290038964844)","('fanout-2', 0.4613709961035156)","('fanout-db', 0.0)"

fanout-3,"('gateway', 0.5386290038964844)","('fanout-3', 0.4613709961035156)","('fanout-db', 0.0)"

fanout-4,"('gateway', 0.5386290038964844)","('fanout-4', 0.4613709961035156)","('fanout-db', 0.0)"

fanout-5,"('gateway', 0.5386290038964844)","('fanout-5', 0.4613709961035156)","('fanout-db', 0.0)"

fanout-db,"('gateway', 0.425)","('fanout-5', 0.1308670689723122)","('fanout-3', 0.12191894386437799)","('fanout-4', 0.11637278257087012)","('fanout-1', 0.11238363482689728)","('fanout-2', 0.09345756976554245)","('fanout-db', 0.0)"

gateway,"('gateway', 0.425)","('fanout-3', 0.15136004612986267)","('fanout-5', 0.13340386837429308)","('fanout-2', 0.10747189797901283)","('fanout-4', 0.10206058606944812)","('fanout-1', 0.08070360144738332)","('fanout-db', 0.0)"

