front-end_orders,orders_user
"('front-end', 0.6159183224281825)","('user', 0.21009346385852712)","('orders', 0.17398821371329043)","('orders-db', 0.0)","('shipping', 0.0)","('carts', 0.0)","('payment', 0.0)","('node3', 0.0)","('user-db', 0.0)","('node1', 0.0)"
"('front-end', 0.6159183224281825)","('user', 0.21009346385852712)","('orders', 0.17398821371329043)","('orders-db', 0.0)","('shipping', 0.0)","('carts', 0.0)","('payment', 0.0)","('user-db', 0.0)"
