orders_payment,orders_shipping
"('payment', 0.36724364647235463)","('orders', 0.3322083333333333)","('shipping', 0.300548020194312)","('rabbitmq', 0.0)","('home-cluster-node3', 0.0)","('home-cluster-node2', 0.0)"
"('payment', 0.36724364647235463)","('orders', 0.3322083333333333)","('shipping', 0.300548020194312)","('rabbitmq', 0.0)"
