front-end_carts,front-end_user
"('carts', 0.3609131423588732)","('user', 0.35805560764112676)","('front-end', 0.15063377852507895)","('orders', 0.13039747147492103)","('user-db', 0.0)","('home-cluster-node1', 0.0)","('carts-db', 0.0)","('home-cluster-node2', 0.0)"
"('carts', 0.3609131423588732)","('user', 0.35805560764112676)","('front-end', 0.15063377852507895)","('orders', 0.13039747147492103)","('user-db', 0.0)","('carts-db', 0.0)"
