,timestamp,gateway_chain-1,chain-9_chain-10,chain-10_chain-11,chain-11_chain-12,chain-12_chain-13,chain-13_chain-14,chain-14_chain-15,chain-1_chain-2,chain-2_chain-3,chain-3_chain-4,chain-4_chain-5,chain-5_chain-6,chain-6_chain-7,chain-7_chain-8,chain-8_chain-9,chain-1_chain-db,chain-10_chain-db,chain-11_chain-db,chain-12_chain-db,chain-13_chain-db,chain-14_chain-db,chain-15_chain-db,chain-2_chain-db,chain-3_chain-db,chain-4_chain-db,chain-5_chain-db,chain-6_chain-db,chain-7_chain-db,chain-8_chain-db,chain-9_chain-db
0,2022-09-28 22:26:44,126785.71428571429,37500.0,32142.857142857145,23846.153846153848,17670.454545454548,9895.833333333332,4357.142857142858,83823.52941176471,78205.1282051282,75000.0,73076.92307692308,66129.03225806452,66129.03225806452,53125.0,41406.25,0.5399333333333333,0.5326000000000001,0.5534,0.5534,0.5534,0.5222,0.543,0.5502666666666667,0.5192666666666667,0.5192666666666667,0.5503767420150697,0.5606,0.5399333333333333,0.5192666666666667,0.5399333333333333
1,2022-09-28 22:26:58,89062.5,36071.42857142857,30555.55555555556,23200.0,17500.0,11562.5,4461.538461538462,89062.5,80357.14285714286,76219.51219512195,72023.80952380951,63333.333333333336,60483.87096774194,53125.0,42803.030303030304,0.5399333333333333,0.5534000000000001,0.5482,0.5482,0.5584121918720852,0.5482,0.543,0.5450999999999999,0.5347666666666666,0.5244333333333333,0.5451550376742015,0.5606,0.5399333333333333,0.5347666666666666,0.5399333333333333
2,2022-09-28 22:27:12,126785.71428571429,38095.23809523809,34146.34146341464,26785.714285714286,18522.727272727272,13750.0,4642.857142857142,89062.5,80921.05263157895,76219.51219512195,72023.80952380951,68750.0,67948.71794871795,46551.72413793103,41796.875,0.5399333333333333,0.5638000000000001,0.5603333333333333,0.5603333333333333,0.5499265624266204,0.5638,0.5638,0.5502666666666666,0.5399333333333334,0.5261555555555556,0.5434144695605787,0.5640444444444445,0.5571555555555555,0.5537111111111112,0.5433777777777777
3,2022-09-28 22:27:26,117307.69230769233,37152.77777777778,34051.72413793103,22812.5,17325.58139534884,13970.588235294119,5227.272727272728,83333.33333333334,80921.05263157895,75000.0,73170.73170731707,69736.84210526315,66666.66666666667,60000.0,41796.875,0.5476833333333333,0.5508000000000001,0.556,0.556,0.5585949218199653,0.5482,0.5456,0.55285,0.5502666666666667,0.5451,0.5580441855037674,0.5554333333333333,0.55285,0.5631833333333334,0.5502666666666667
4,2022-09-28 22:27:40,125000.0,37500.0,33333.333333333336,24423.076923076922,19485.29411764706,12934.782608695652,4407.407407407408,90178.57142857143,81818.18181818181,78289.47368421052,75641.02564102566,71093.75,59482.75862068966,54807.692307692305,43055.555555555555,0.5440666666666666,0.5575600000000001,0.55548,0.55548,0.5533959374559723,0.55548,0.5534,0.5544,0.5481999999999999,0.542,0.5440886817363472,0.5544,0.5543775804839032,0.5647333333333333,0.5481999999999999
5,2022-09-28 22:27:54,120192.30769230769,37500.0,35606.06060606061,22115.384615384613,18250.0,13888.888888888889,4407.407407407408,90178.57142857143,82500.0,77857.14285714286,77205.88235294119,72580.64516129032,59482.75862068966,48369.565217391304,41406.25,0.5451,0.5447333333333334,0.5516666666666666,0.5516666666666666,0.5499299478799768,0.5603333333333333,0.5447333333333333,0.5502666666666667,0.5519888888888889,0.5433777777777778,0.550181786369705,0.5537111111111112,0.46198131706991935,0.5588777777777778,0.5468222222222222
6,2022-09-28 22:28:08,103124.99999999999,38437.5,35606.06060606061,22115.384615384613,17670.454545454548,11200.000000000002,4230.76923076923,91071.42857142858,83571.42857142857,79166.66666666667,78378.37837837839,69594.5945945946,71153.84615384616,54347.82608695653,40441.17647058823,0.5414095238095238,0.5355714285714286,0.5489428571428572,0.5504285714285715,0.5444828124685516,0.5519142857142857,0.5504285714285714,0.5473142857142858,0.5473142857142858,0.5443619047619048,0.5428890180171418,0.5443433090858311,0.4716411289170737,0.5532190476190476,0.5428857142857143
7,2022-09-28 22:28:22,100000.0,35606.06060606061,30645.161290322583,23660.714285714286,17321.42857142857,12903.225806451614,4212.121212121212,87500.0,78571.42857142858,73809.52380952382,69594.5945945946,68750.0,62096.774193548394,47222.222222222226,42013.88888888888,0.5450999999999999,0.5391,0.5482,0.5521,0.5520974609099827,0.556,0.5534,0.5476833333333333,0.5463916666666666,0.5425166666666668,0.5476862240983323,0.5489635729952719,0.4788859878024395,0.5515583333333334,0.5425166666666666
8,2022-09-28 22:28:36,100000.0,36918.604651162794,33445.945945945954,22250.0,17500.0,13879.310344827587,4266.666666666667,88709.67741935485,80263.15789473685,76250.0,71875.0,67647.05882352943,61363.63636363636,49479.166666666664,40540.54054054054,0.5479703703703703,0.545271468230173,0.5499333333333334,0.5534,0.5545532985866513,0.5568666666666666,0.5557111111111112,0.5502666666666667,0.5502666666666667,0.5479703703703704,0.5502692362355547,0.5525269818808506,0.49140976693550176,0.552562962962963,0.5479703703703703
9,2022-09-28 22:28:50,100000.0,36627.90697674418,34797.2972972973,22321.428571428572,17659.57446808511,13145.16129032258,4538.461538461538,90517.24137931035,77439.0243902439,76063.82978723405,73750.0,76388.8888888889,63333.333333333336,51041.666666666664,39687.5,0.5481999999999999,0.5471581697161411,0.55132,0.5534,0.5533979687279861,0.55756,0.55548,0.5492333333333332,0.5481999999999999,0.5451,0.5502689792786659,0.5523339861809251,0.49419545690861827,0.5513,0.5450999999999999
