front-end_carts,orders_carts
"('carts', 0.64971003546875)","('orders', 0.175144982265625)","('front-end', 0.175144982265625)","('carts-db', 0.0)","('home-cluster-node2', 0.0)"
"('carts', 0.64971003546875)","('orders', 0.175144982265625)","('front-end', 0.175144982265625)","('carts-db', 0.0)"
