,timestamp,gateway_fanout-1,gateway_fanout-10,gateway_fanout-2,gateway_fanout-3,gateway_fanout-4,gateway_fanout-5,gateway_fanout-6,gateway_fanout-7,gateway_fanout-8,gateway_fanout-9,fanout-1_fanout-1-db,fanout-10_fanout-10-db,fanout-2_fanout-2-db,fanout-3_fanout-3-db,fanout-4_fanout-4-db,fanout-5_fanout-5-db,fanout-6_fanout-6-db,fanout-7_fanout-7-db,fanout-8_fanout-8-db,fanout-9_fanout-9-db
0,2022-09-29 00:50:10,3307.6923076923076,3256.4102564102564,3146.341463414634,3142.8571428571427,3243.9024390243903,3130.4347826086955,3368.421052631579,3139.5348837209303,3136.3636363636365,3139.5348837209303,0.5399333333333333,0.5326000000000001,0.5606,0.5606,0.5502666666666667,0.5296000000000001,0.5184,0.5502666666666667,0.5502666666666667,0.5399333333333333
1,2022-09-29 00:50:24,3190.476190476191,3222.222222222222,3083.3333333333335,3166.6666666666665,3238.095238095238,3095.2380952380954,3081.6326530612246,3285.7142857142862,3177.7777777777774,3170.2127659574467,0.5502666666666667,0.5742,0.5502666666666667,0.5502666666666667,0.5399333333333334,0.5709333333333333,0.5606,0.5399333333333334,0.5399333333333334,0.5554333333333332
2,2022-09-29 00:50:38,3326.530612244898,3080.0,3311.1111111111113,3536.5853658536585,3400.0,3166.6666666666665,3333.333333333333,3115.3846153846152,3208.333333333333,3166.6666666666665,0.5709333333333333,0.5915333333333334,0.5709333333333333,0.5640444444444445,0.5709333333333334,0.5847111111111111,0.5746666666666667,0.5606,0.5709333333333334,0.5778222222222222
3,2022-09-29 00:50:52,3410.25641025641,3266.6666666666665,3615.3846153846152,3450.0,3285.7142857142862,3125.0,3142.8571428571427,3044.444444444445,3181.818181818182,3136.3636363636365,0.5683499999999999,0.5794,0.5735166666666667,0.5761,0.5761000000000001,0.5735166666666667,0.5761000000000001,0.5735166666666667,0.5761000000000001,0.5735166666666667
4,2022-09-29 00:51:06,3250.0,3256.4102564102564,3444.4444444444443,3263.157894736842,3097.560975609756,3195.1219512195125,3146.341463414634,3195.1219512195125,3093.0232558139537,3136.3636363636365,0.5564666666666667,0.56796,0.5606,0.573,0.5791999999999999,0.5647333333333333,0.5835066666666666,0.5688666666666666,0.5647333333333333,0.5647333333333333
5,2022-09-29 00:51:20,3266.6666666666665,3227.2727272727275,3130.4347826086955,3266.6666666666665,3217.3913043478256,3081.6326530612246,3487.8048780487807,3266.6666666666665,3325.5813953488373,3090.9090909090914,0.5640444444444445,0.5759333333333333,0.5657666666666666,0.5657666666666666,0.5709333333333334,0.5674888888888888,0.5674888888888888,0.5657666666666666,0.5657666666666666,0.5588777777777778
6,2022-09-29 00:51:34,3279.0697674418607,3170.2127659574467,3212.7659574468084,3266.6666666666665,3355.5555555555557,3325.5813953488373,3487.8048780487807,3311.1111111111113,3173.9130434782605,3266.6666666666665,0.5694571428571428,0.5816285714285714,0.5679809523809524,0.5679809523809524,0.5709333333333333,0.5709333333333333,0.5725333333333333,0.5679809523809524,0.5665047619047618,0.5606
7,2022-09-29 00:51:48,3285.7142857142862,3044.444444444445,3368.421052631579,3212.7659574468084,3090.9090909090914,3181.818181818182,3333.3333333333335,3190.476190476191,3133.3333333333335,3173.9130434782605,0.5657666666666666,0.5781,0.5683499999999999,0.56835,0.572225,0.5696416666666666,0.572225,0.5670583333333333,0.56835,0.5644750000000001
8,2022-09-29 00:52:02,3311.1111111111113,3325.5813953488373,3372.093023255814,3186.046511627907,3090.9090909090914,3130.4347826086955,3081.6326530612246,3000.0,3170.2127659574467,3181.818181818182,0.5663407407407407,0.5776666666666667,0.5674888888888889,0.5674888888888889,0.5697851851851852,0.568637037037037,0.5698814814814814,0.5651925925925926,0.5663407407407407,0.5628962962962963
9,2022-09-29 00:52:16,3311.1111111111113,3204.0816326530617,3409.090909090909,3564.1025641025644,3085.1063829787236,3217.3913043478256,3130.4347826086955,3000.0,3800.0,3260.869565217391,0.5668,0.5804400000000001,0.5709333333333333,0.573,0.5699,0.5699,0.5678333333333334,0.5740333333333333,0.5699,0.5657666666666666
10,2022-09-29 00:52:30,3439.0243902439024,3324.324324324324,3409.090909090909,3540.5405405405404,3040.8163265306125,3232.5581395348836,3127.659574468085,3166.6666666666665,3800.0,3461.538461538462,0.5681151515151515,0.5798727272727272,0.5690545454545455,0.5775090909090909,0.5746909090909091,0.5699939393939394,0.573830303030303,0.5699939393939394,0.5690545454545455,0.5662363636363636
11,2022-09-29 00:52:44,3250.0,3400.0,3324.324324324324,3000.0,3350.0,3085.1063829787236,3307.6923076923076,3095.2380952380954,37500.0,3250.0,0.5666277777777777,0.5768,0.5692111111111111,0.5761,0.5717944444444444,0.5674888888888888,0.5692111111111111,0.5674888888888888,0.5700722222222222,0.5640444444444445
12,2022-09-29 00:52:58,3212.7659574468084,3400.0,3347.8260869565215,3260.869565217391,3222.222222222222,3372.093023255814,3081.6326530612246,3166.6666666666665,37500.0,3363.636363636364,0.5700722222222222,0.5811333333333333,0.5726555555555556,0.5735166666666667,0.5717944444444445,0.5717944444444444,0.5771055555555556,0.5709333333333334,0.5726555555555556,0.5692111111111111
