gateway,0.30728917352535423
preserve-other,0.05440042904480133
preserve,0.0518888493145242
travel-plan,0.0401323698618412
ticketinfo,0.030415073367908232
cancel,0.029892432526668296
seat,0.028170666419756962
travel,0.02757876863528013
travel2,0.02757876863528013
admin-basic-info,0.027198668023491336
food,0.025693141604879427
inside-payment,0.0238158401343889
basic,0.022344368631176587
route-plan,0.02063132067615122
admin-travel,0.02063132067615122
ts-ui-dashboard,0.018007167567047747
auth,0.014658394593344906
admin-order,0.014107241349759402
security,0.014107241349759402
admin-user,0.013849344694625784
admin-route,0.013849344694625784
order-other,0.012635769846547096
order,0.012635769846547096
train,0.011422194998468409
route,0.011422194998468409
price,0.011422194998468409
station,0.011422194998468409
notification,0.011422194998468409
user,0.011422194998468409
verification-code,0.011422194998468409
contacts,0.011422194998468409
config,0.011422194998468409
assurance,0.011422194998468409
payment,0.011422194998468409
consign,0.011422194998468409
food-map,0.011422194998468409
gateway,0.30728917352535423
preserve-other,0.05440042904480133
preserve,0.0518888493145242
travel-plan,0.0401323698618412
ticketinfo,0.030415073367908232
cancel,0.029892432526668296
seat,0.028170666419756962
travel,0.02757876863528013
travel2,0.02757876863528013
admin-basic-info,0.027198668023491336
food,0.025693141604879427
inside-payment,0.0238158401343889
basic,0.022344368631176587
route-plan,0.02063132067615122
admin-travel,0.02063132067615122
ts-ui-dashboard,0.018007167567047747
auth,0.014658394593344906
admin-order,0.014107241349759402
security,0.014107241349759402
admin-user,0.013849344694625784
admin-route,0.013849344694625784
order-other,0.012635769846547096
order,0.012635769846547096
train,0.011422194998468409
route,0.011422194998468409
price,0.011422194998468409
station,0.011422194998468409
notification,0.011422194998468409
user,0.011422194998468409
verification-code,0.011422194998468409
contacts,0.011422194998468409
config,0.011422194998468409
assurance,0.011422194998468409
payment,0.011422194998468409
consign,0.011422194998468409
food-map,0.011422194998468409
gateway,0.2078036922403375
ui-dashboard,0.11369004965833945
preserve-other,0.050434027635543326
preserve,0.04775673289767093
travel-plan,0.04181084959534532
ticketinfo,0.029934146261257382
seat,0.027352292126524128
travel,0.026883835905976757
travel2,0.026736028066760478
admin-basic-info,0.026619412443266505
cancel,0.02633292434996863
food,0.025100236603778157
inside-payment,0.023676040446679935
route-plan,0.02300285015736279
basic,0.021757536466101235
admin-travel,0.019977682882682177
ts-ui-dashboard,0.017537318417076623
auth,0.014680805877116229
security,0.01395228849234939
admin-order,0.01395228849234939
admin-user,0.01387049321425535
admin-route,0.013384305616538823
order,0.012519972109487219
order-other,0.012519972109487219
consign,0.011439555225672714
station,0.011439555225672714
route,0.011439555225672714
train,0.011439555225672714
price,0.011439555225672714
contacts,0.011439555225672714
config,0.011439555225672714
user,0.011439555225672714
food-map,0.011439555225672714
assurance,0.011439555225672714
verification-code,0.011439555225672714
notification,0.011439555225672714
payment,0.011439555225672714
gateway,0.2078036922403375
ui-dashboard,0.11369004965833945
preserve-other,0.050434027635543326
preserve,0.04775673289767093
travel-plan,0.04181084959534532
ticketinfo,0.029934146261257382
seat,0.027352292126524128
travel,0.026883835905976757
travel2,0.026736028066760478
admin-basic-info,0.026619412443266505
cancel,0.02633292434996863
food,0.025100236603778157
inside-payment,0.023676040446679935
route-plan,0.02300285015736279
basic,0.021757536466101235
admin-travel,0.019977682882682177
ts-ui-dashboard,0.017537318417076623
auth,0.014680805877116229
security,0.01395228849234939
admin-order,0.01395228849234939
admin-user,0.01387049321425535
admin-route,0.013384305616538823
order,0.012519972109487219
order-other,0.012519972109487219
consign,0.011439555225672714
station,0.011439555225672714
route,0.011439555225672714
train,0.011439555225672714
price,0.011439555225672714
contacts,0.011439555225672714
config,0.011439555225672714
user,0.011439555225672714
food-map,0.011439555225672714
assurance,0.011439555225672714
verification-code,0.011439555225672714
notification,0.011439555225672714
payment,0.011439555225672714
gateway,0.2078036922403375
ui-dashboard,0.11369004965833945
preserve-other,0.050434027635543326
preserve,0.04775673289767093
travel-plan,0.04181084959534532
ticketinfo,0.029934146261257382
seat,0.027352292126524128
travel,0.026883835905976757
travel2,0.026736028066760478
admin-basic-info,0.026619412443266505
cancel,0.02633292434996863
food,0.025100236603778157
inside-payment,0.023676040446679935
route-plan,0.02300285015736279
basic,0.021757536466101235
admin-travel,0.019977682882682177
ts-ui-dashboard,0.017537318417076623
auth,0.014680805877116229
security,0.01395228849234939
admin-order,0.01395228849234939
admin-user,0.01387049321425535
admin-route,0.013384305616538823
order,0.012519972109487219
order-other,0.012519972109487219
consign,0.011439555225672714
station,0.011439555225672714
route,0.011439555225672714
train,0.011439555225672714
price,0.011439555225672714
contacts,0.011439555225672714
config,0.011439555225672714
user,0.011439555225672714
food-map,0.011439555225672714
assurance,0.011439555225672714
verification-code,0.011439555225672714
notification,0.011439555225672714
payment,0.011439555225672714
gateway,0.2078036922403375
ui-dashboard,0.11369004965833945
preserve-other,0.050434027635543326
preserve,0.04775673289767093
travel-plan,0.04181084959534532
ticketinfo,0.029934146261257382
seat,0.027352292126524128
travel,0.026883835905976757
travel2,0.026736028066760478
admin-basic-info,0.026619412443266505
cancel,0.02633292434996863
food,0.025100236603778157
inside-payment,0.023676040446679935
route-plan,0.02300285015736279
basic,0.021757536466101235
admin-travel,0.019977682882682177
ts-ui-dashboard,0.017537318417076623
auth,0.014680805877116229
security,0.01395228849234939
admin-order,0.01395228849234939
admin-user,0.01387049321425535
admin-route,0.013384305616538823
order,0.012519972109487219
order-other,0.012519972109487219
consign,0.011439555225672714
station,0.011439555225672714
route,0.011439555225672714
train,0.011439555225672714
price,0.011439555225672714
contacts,0.011439555225672714
config,0.011439555225672714
user,0.011439555225672714
food-map,0.011439555225672714
assurance,0.011439555225672714
verification-code,0.011439555225672714
notification,0.011439555225672714
payment,0.011439555225672714
