front-end_catalogue,shipping_rabbitmq
"('catalogue', 0.572656931296154)","('front-end', 0.2238407346958018)","('rabbitmq', 0.14631181870384602)","('shipping', 0.053250014249718966)","('queue-master', 0.003940501054479202)","('home-cluster-node1', 0.0)","('catalogue-db', 0.0)","('home-cluster-node3', 0.0)"
"('catalogue', 0.572656931296154)","('front-end', 0.2238407346958018)","('rabbitmq', 0.14631181870384602)","('shipping', 0.053250014249718966)","('queue-master', 0.003940501054479202)","('catalogue-db', 0.0)"
