,timestamp,gateway_chain-1,chain-9_chain-10,chain-1_chain-2,chain-2_chain-3,chain-3_chain-4,chain-4_chain-5,chain-5_chain-6,chain-6_chain-7,chain-7_chain-8,chain-8_chain-9,chain-1_chain-1-db,chain-10_chain-10-db,chain-2_chain-2-db,chain-3_chain-3-db,chain-4_chain-4-db,chain-5_chain-5-db,chain-6_chain-6-db,chain-7_chain-7-db,chain-8_chain-8-db,chain-9_chain-9-db
0,2022-09-28 17:39:59,75000.0,3279.0697674418607,72368.42105263157,62931.034482758616,42647.05882352941,38392.85714285714,35069.444444444445,26630.4347826087,17875.0,13750.0,0.62,0.5821333333333333,0.5584,0.5789333333333333,0.5481333333333334,0.5471333333333334,0.5686666666666667,0.5882000000000001,0.5471333333333334,0.5584
1,2022-09-28 17:40:13,72222.22222222223,3300.0000000000005,69852.94117647059,55434.782608695656,40714.28571428572,38888.88888888889,35000.0,21015.625,18231.707317073175,9687.5,0.5625333333333333,0.5606,0.542,0.5471333333333334,0.5522666666666667,0.5471333333333334,0.5471333333333334,0.5574000000000001,0.542,0.542
2,2022-09-28 17:40:27,73214.28571428572,3181.818181818182,65972.22222222223,54000.00000000001,43951.61290322581,38486.84210526316,35000.0,22857.14285714286,18197.674418604653,10600.0,0.5748444444444445,0.5643333333333334,0.5543111111111111,0.5474301317514275,0.5577333333333333,0.5437111111111111,0.5611555555555556,0.5539291566693326,0.5505555555555556,0.5543111111111111
3,2022-09-28 17:40:41,73888.88888888889,3400.0000000000005,67307.69230769231,64705.882352941175,48500.0,39423.07692307692,33571.42857142857,27000.000000000004,18684.210526315786,11153.846153846154,0.5651,0.5606,0.5522666666666667,0.5497004243786836,0.5548333333333333,0.5445666666666666,0.5574,0.5574013887076543,0.5522666666666667,0.5497000000000001
4,2022-09-28 17:40:55,70138.88888888889,3255.31914893617,65000.0,47767.85714285714,39488.63636363637,36931.818181818184,31439.393939393936,21470.588235294115,17340.425531914894,9396.551724137931,0.5740266666666667,0.57524,0.5658133333333334,0.5617070061696137,0.56992,0.5491866666666667,0.5551466666666667,0.5656144442994568,0.5615066666666667,0.5576000000000001
5,2022-09-28 17:41:09,70394.73684210527,3195.1219512195125,65000.0,58333.333333333336,43750.0,38461.53846153847,32327.586206896554,21718.75,17875.0,10000.0,0.5659555555555555,0.5623222222222223,0.5608222222222222,0.5697113940302335,0.5608222222222222,0.5574,0.5625333333333334,0.559112036916214,0.5591111111111111,0.5591111111111111
6,2022-09-28 17:41:23,71794.8717948718,3122.448979591837,64843.75,60483.87096774194,40151.51515151516,36280.48780487805,33214.28571428572,22413.79310344828,16785.71428571429,11562.5,0.5736761904761905,0.5695809523809523,0.5619428571428572,0.5663430996449621,0.5648761904761905,0.5574,0.5601904761904762,0.5647341268805645,0.5647333333333334,0.5619428571428572
7,2022-09-28 17:41:37,73888.88888888889,3142.8571428571427,67567.56756756756,58620.68965517241,42857.14285714286,38372.09302325582,35625.0,24100.0,18231.707317073175,11551.724137931034,0.5794666666666667,0.5742416666666667,0.5599666666666667,0.5717668788560085,0.5638166666666666,0.5671416666666667,0.5599666666666667,0.5697090276871605,0.5599666666666667,0.5561166666666667
8,2022-09-28 17:41:51,73026.31578947368,3227.2727272727275,69444.44444444444,59615.38461538461,47826.086956521736,38372.09302325582,35069.444444444445,24100.0,17500.0,11551.724137931034,0.5712,0.5728222222222222,0.5632148148148148,0.567777966390526,0.5643555555555556,0.5660592592592593,0.5607111111111112,0.567200617203402,0.5585407407407408,0.5620740740740742
9,2022-09-28 17:42:05,73026.31578947368,3086.9565217391305,64516.12903225806,59615.38461538461,41319.444444444445,38970.58823529412,34375.0,24673.913043478256,19121.62162162162,11562.5,0.5730000000000001,0.5653133333333333,0.5658133333333334,0.5637601697514735,0.5594533333333334,0.5590333333333334,0.5553466666666667,0.5641672221497285,0.56048,0.5522666666666667
10,2022-09-28 17:42:19,75641.02564102566,35810.81081081081,73125.0,58620.68965517241,77380.95238095238,38782.05128205128,68055.55555555556,22931.03448275862,19121.62162162162,15131.578947368422,0.5677575757575758,0.5715393939393939,0.5593575757575757,0.5630910634104305,0.5621575757575757,0.5616848484848486,0.5582424242424243,0.5644853534694501,0.5583333333333333,0.5602909090909091
11,2022-09-28 17:42:33,100000.0,37500.0,83571.42857142857,79375.0,75510.20408163265,76063.82978723405,73913.04347826088,71875.0,42142.85714285714,38068.18181818182,0.5686888888888889,0.5670909605147227,0.5618444444444445,0.5627001414595613,0.5591111111111111,0.5621833333333334,0.5599666666666666,0.5630393517914404,0.5591111111111111,0.5574
12,2022-09-28 17:42:47,91666.66666666666,37500.0,77906.97674418605,76000.0,75510.20408163265,75000.0,75000.0,62121.21212121213,39634.14634146341,37760.416666666664,0.5616777777777778,0.5617596988072233,0.5608222222222222,0.5633890303484501,0.5642444444444444,0.5638944444444445,0.5572333333333334,0.5647504629025515,0.5633888888888889,0.5591111111111111
