,source,destination
0,shipping,rabbitmq
1,front-end,session-db
2,carts,carts-db
3,catalogue,catalogue-db
4,orders,orders-db
5,user,user-db
6,queue-master,rabbitmq
7,orders,shipping
8,front-end,user
9,orders,user
10,front-end,carts
11,orders,carts
12,front-end,catalogue
13,front-end,orders
14,orders,payment
15,catalogue-db,home-cluster-node1
16,session-db,home-cluster-node2
17,carts-db,home-cluster-node1
18,orders-db,home-cluster-node1
19,payment,home-cluster-node2
20,rabbitmq,home-cluster-node1
21,shipping,home-cluster-node3
22,user,home-cluster-node1
23,front-end,home-cluster-node3
24,queue-master,home-cluster-node3
25,carts,home-cluster-node2
26,catalogue,home-cluster-node3
27,orders,home-cluster-node2
28,user-db,home-cluster-node2
