front-end_orders,front-end_user,orders_user
"('front-end', 0.5857295607538673)","('user', 0.21638939039018307)","('orders', 0.19788104885594962)","('orders-db', 0.0)","('shipping', 0.0)","('carts', 0.0)","('payment', 0.0)","('home-cluster-node2', 0.0)","('user-db', 0.0)","('home-cluster-node1', 0.0)"
"('front-end', 0.5857295607538673)","('user', 0.21638939039018307)","('orders', 0.19788104885594962)","('orders-db', 0.0)","('shipping', 0.0)","('carts', 0.0)","('payment', 0.0)","('user-db', 0.0)"
