,source,destination
0,fanout-1,fanout-1-db
1,fanout-3,fanout-3-db
2,fanout-7,fanout-7-db
3,fanout-10,fanout-10-db
4,fanout-12,fanout-12-db
5,fanout-2,fanout-2-db
6,fanout-4,fanout-4-db
7,fanout-6,fanout-6-db
8,fanout-9,fanout-9-db
9,fanout-15,fanout-15-db
10,fanout-5,fanout-5-db
11,fanout-8,fanout-8-db
12,fanout-11,fanout-11-db
13,fanout-13,fanout-13-db
14,fanout-14,fanout-14-db
15,gateway,fanout-3
16,gateway,fanout-4
17,gateway,fanout-5
18,gateway,fanout-6
19,gateway,fanout-9
20,gateway,fanout-10
21,gateway,fanout-13
22,gateway,fanout-2
23,gateway,fanout-7
24,gateway,fanout-8
25,gateway,fanout-1
26,gateway,fanout-12
27,gateway,fanout-15
28,gateway,fanout-11
29,gateway,fanout-14
30,fanout-13-db,home-cluster-node1
31,fanout-14,home-cluster-node1
32,fanout-6-db,home-cluster-node1
33,fanout-8,home-cluster-node1
34,fanout-8-db,home-cluster-node2
35,fanout-15,home-cluster-node1
36,fanout-2,home-cluster-node2
37,fanout-11-db,home-cluster-node3
38,fanout-14-db,home-cluster-node2
39,fanout-7,home-cluster-node3
40,fanout-7-db,home-cluster-node1
41,fanout-1,home-cluster-node1
42,fanout-4,home-cluster-node2
43,fanout-5-db,home-cluster-node1
44,gateway,home-cluster-node3
45,fanout-5,home-cluster-node3
46,fanout-9,home-cluster-node3
47,fanout-1-db,home-cluster-node3
48,fanout-10,home-cluster-node1
49,fanout-10-db,home-cluster-node2
50,fanout-12-db,home-cluster-node1
51,fanout-13,home-cluster-node2
52,fanout-9-db,home-cluster-node2
53,fanout-11,home-cluster-node2
54,fanout-12,home-cluster-node3
55,fanout-3-db,home-cluster-node3
56,fanout-4-db,home-cluster-node3
57,fanout-15-db,home-cluster-node2
58,fanout-2-db,home-cluster-node3
59,fanout-3,home-cluster-node1
60,fanout-6,home-cluster-node2
