gateway_fanout-1,gateway_fanout-10,gateway_fanout-11,gateway_fanout-12,gateway_fanout-13,gateway_fanout-14,gateway_fanout-15,gateway_fanout-2,gateway_fanout-3,gateway_fanout-4,gateway_fanout-5,gateway_fanout-6,gateway_fanout-7,gateway_fanout-8,gateway_fanout-9
"('gateway', 0.6375000000000001)","('fanout-9', 0.043042838609087086)","('fanout-5', 0.03812709384758717)","('fanout-13', 0.037648873057168936)","('fanout-6', 0.03080927336033866)","('fanout-3', 0.02979222857120184)","('fanout-4', 0.028795904896721677)","('fanout-1', 0.022658530373273547)","('fanout-8', 0.02260922760464998)","('fanout-2', 0.022391553439958613)","('fanout-11', 0.018803869357373076)","('fanout-7', 0.017618286431147726)","('fanout-15', 0.014421393541142212)","('fanout-14', 0.01420279333880915)","('fanout-10', 0.013371615499152317)","('fanout-12', 0.008206518072388052)","('fanout-db', 0.0)","('home-cluster-node3', 0.0)","('home-cluster-node2', 0.0)","('home-cluster-node1', 0.0)"
"('gateway', 0.6375000000000001)","('fanout-9', 0.043042838609087086)","('fanout-5', 0.03812709384758717)","('fanout-13', 0.037648873057168936)","('fanout-6', 0.03080927336033866)","('fanout-3', 0.02979222857120184)","('fanout-4', 0.028795904896721677)","('fanout-1', 0.022658530373273547)","('fanout-8', 0.02260922760464998)","('fanout-2', 0.022391553439958613)","('fanout-11', 0.018803869357373076)","('fanout-7', 0.017618286431147726)","('fanout-15', 0.014421393541142212)","('fanout-14', 0.01420279333880915)","('fanout-10', 0.013371615499152317)","('fanout-12', 0.008206518072388052)","('fanout-db', 0.0)"
