NODE SUMMARY
service,in_edges,out_edges,num_in,num_out,num_out-in,num_invo-in,num_invo-out,num_invo-in-avg,num_invo-out-avg,num_invo-in-var,num_invo-out-var,num_anomalous_in,num_anomalous_out
order,"[('admin-order', 'order', {'num_invo': 79}), ('cancel', 'order', {'num_invo': 52}), ('gateway', 'order', {'num_invo': 90}), ('inside-payment', 'order', {'num_invo': 32}), ('preserve', 'order', {'num_invo': 6}), ('seat', 'order', {'num_invo': 59}), ('security', 'order', {'num_invo': 8}), ('travel', 'order', {'num_invo': 20})]","[('order', 'station', {'num_invo': 65})]",8,1,-7,346,65,43.25,n/a,885.6875,n/a,0,0
order-other,"[('admin-order', 'order-other', {'num_invo': 57}), ('cancel', 'order-other', {'num_invo': 3}), ('gateway', 'order-other', {'num_invo': 98}), ('inside-payment', 'order-other', {'num_invo': 2}), ('preserve-other', 'order-other', {'num_invo': 2}), ('seat', 'order-other', {'num_invo': 10}), ('security', 'order-other', {'num_invo': 11}), ('travel2', 'order-other', {'num_invo': 1})]","[('order-other', 'station', {'num_invo': 65})]",8,1,-7,184,65,23.0,n/a,1107.5,n/a,0,0
station,"[('basic', 'station', {'num_invo': 250}), ('food', 'station', {'num_invo': 42}), ('order', 'station', {'num_invo': 65}), ('order-other', 'station', {'num_invo': 65}), ('preserve', 'station', {'num_invo': 16}), ('preserve-other', 'station', {'num_invo': 2}), ('travel-plan', 'station', {'num_invo': 2})]",[],7,0,-7,442,0,63.142857142857146,n/a,6438.408163265304,n/a,0,0
seat,"[('preserve', 'seat', {'num_invo': 7, 'anomalous': True, 'selected_features': ['latency', 'cpu_use']}), ('preserve-other', 'seat', {'num_invo': 2, 'anomalous': True, 'selected_features': ['latency', 'cpu_use']}), ('travel', 'seat', {'num_invo': 26, 'anomalous': True, 'selected_features': ['latency', 'cpu_use']}), ('travel-plan', 'seat', {'num_invo': 7, 'anomalous': True, 'selected_features': ['latency', 'cpu_use']}), ('travel2', 'seat', {'num_invo': 5, 'anomalous': True, 'selected_features': ['latency', 'cpu_use']})]","[('seat', 'config', {'num_invo': 50}), ('seat', 'order', {'num_invo': 59}), ('seat', 'order-other', {'num_invo': 10}), ('seat', 'travel', {'num_invo': 106}), ('seat', 'travel2', {'num_invo': 21})]",5,5,0,47,246,9.4,49.2,72.24000000000001,1130.9599999999998,5,0
ticketinfo,"[('preserve', 'ticketinfo', {'num_invo': 8}), ('preserve-other', 'ticketinfo', {'num_invo': 2}), ('travel', 'ticketinfo', {'num_invo': 131}), ('travel-plan', 'ticketinfo', {'num_invo': 13}), ('travel2', 'ticketinfo', {'num_invo': 13})]","[('ticketinfo', 'basic', {'num_invo': 159})]",5,1,-4,167,159,33.4,n/a,2397.8399999999992,n/a,0,0
travel,"[('food', 'travel', {'num_invo': 28}), ('gateway', 'travel', {'num_invo': 7, 'anomalous': True, 'selected_features': ['latency']}), ('preserve', 'travel', {'num_invo': 6, 'anomalous': True, 'selected_features': ['latency']}), ('seat', 'travel', {'num_invo': 106})]","[('travel', 'order', {'num_invo': 20}), ('travel', 'route', {'num_invo': 120}), ('travel', 'seat', {'num_invo': 26, 'anomalous': True, 'selected_features': ['latency', 'cpu_use']}), ('travel', 'ticketinfo', {'num_invo': 131}), ('travel', 'train', {'num_invo': 73})]",4,5,1,147,370,36.75,74.0,1675.6875,2117.2,2,1
route,"[('basic', 'route', {'num_invo': 24}), ('travel', 'route', {'num_invo': 120}), ('travel2', 'route', {'num_invo': 24})]",[],3,0,-3,168,0,56.0,n/a,2048.0,n/a,0,0
train,"[('basic', 'train', {'num_invo': 26}), ('travel', 'train', {'num_invo': 73}), ('travel2', 'train', {'num_invo': 10})]",[],3,0,-3,109,0,36.333333333333336,n/a,714.888888888889,n/a,0,0
notification,"[('cancel', 'notification', {'num_invo': 16}), ('preserve', 'notification', {'num_invo': 9}), ('preserve-other', 'notification', {'num_invo': 2})]",[],3,0,-3,27,0,9.0,n/a,32.666666666666664,n/a,0,0
user,"[('cancel', 'user', {'num_invo': 14}), ('preserve', 'user', {'num_invo': 8}), ('preserve-other', 'user', {'num_invo': 2})]",[],3,0,-3,24,0,8.0,n/a,24.0,n/a,0,0
food,"[('gateway', 'food', {'num_invo': 50}), ('preserve', 'food', {'num_invo': 7}), ('preserve-other', 'food', {'num_invo': 2})]","[('food', 'food-map', {'num_invo': 50}), ('food', 'station', {'num_invo': 42}), ('food', 'travel', {'num_invo': 28})]",3,3,0,59,120,19.666666666666668,40.0,464.22222222222223,82.66666666666667,0,0
assurance,"[('gateway', 'assurance', {'num_invo': 72}), ('preserve', 'assurance', {'num_invo': 7}), ('preserve-other', 'assurance', {'num_invo': 2})]",[],3,0,-3,81,0,27.0,n/a,1016.6666666666666,n/a,0,0
contacts,"[('gateway', 'contacts', {'num_invo': 78}), ('preserve', 'contacts', {'num_invo': 7}), ('preserve-other', 'contacts', {'num_invo': 1})]",[],3,0,-3,86,0,28.666666666666668,n/a,1222.8888888888887,n/a,0,0
travel2,"[('preserve-other', 'travel2', {'num_invo': 1, 'anomalous': True, 'selected_features': ['latency']}), ('route-plan', 'travel2', {'num_invo': 1, 'anomalous': True, 'selected_features': ['latency']}), ('seat', 'travel2', {'num_invo': 21})]","[('travel2', 'order-other', {'num_invo': 1}), ('travel2', 'route', {'num_invo': 24}), ('travel2', 'seat', {'num_invo': 5, 'anomalous': True, 'selected_features': ['latency', 'cpu_use']}), ('travel2', 'ticketinfo', {'num_invo': 13}), ('travel2', 'train', {'num_invo': 10})]",3,5,2,23,53,7.666666666666667,10.6,88.88888888888887,61.84000000000001,2,1
verification-code,"[('auth', 'verification-code', {'num_invo': 25}), ('gateway', 'verification-code', {'num_invo': 120})]",[],2,0,-2,145,0,72.5,n/a,2256.25,n/a,0,0
inside-payment,"[('cancel', 'inside-payment', {'num_invo': 16}), ('gateway', 'inside-payment', {'num_invo': 21})]","[('inside-payment', 'order', {'num_invo': 32}), ('inside-payment', 'order-other', {'num_invo': 2}), ('inside-payment', 'payment', {'num_invo': 15})]",2,3,1,37,49,18.5,16.333333333333332,6.25,150.88888888888889,0,0
security,"[('preserve', 'security', {'num_invo': 7}), ('preserve-other', 'security', {'num_invo': 1})]","[('security', 'order', {'num_invo': 8}), ('security', 'order-other', {'num_invo': 11})]",2,2,0,8,19,4.0,9.5,9.0,2.25,0,0
admin-order,"[('gateway', 'admin-order', {'num_invo': 105})]","[('admin-order', 'order', {'num_invo': 79}), ('admin-order', 'order-other', {'num_invo': 57})]",1,2,1,105,136,n/a,68.0,n/a,121.0,0,0
auth,"[('gateway', 'auth', {'num_invo': 34})]","[('auth', 'verification-code', {'num_invo': 25})]",1,1,0,34,25,n/a,n/a,n/a,n/a,0,0
basic,"[('ticketinfo', 'basic', {'num_invo': 159})]","[('basic', 'price', {'num_invo': 29}), ('basic', 'route', {'num_invo': 24}), ('basic', 'station', {'num_invo': 250}), ('basic', 'train', {'num_invo': 26})]",1,4,3,159,329,n/a,82.25,n/a,9383.1875,0,0
price,"[('basic', 'price', {'num_invo': 29})]",[],1,0,-1,29,0,n/a,n/a,n/a,n/a,0,0
cancel,"[('gateway', 'cancel', {'num_invo': 44})]","[('cancel', 'inside-payment', {'num_invo': 16}), ('cancel', 'notification', {'num_invo': 16}), ('cancel', 'order', {'num_invo': 52}), ('cancel', 'order-other', {'num_invo': 3}), ('cancel', 'user', {'num_invo': 14})]",1,5,4,44,101,n/a,20.2,n/a,276.15999999999997,0,0
food-map,"[('food', 'food-map', {'num_invo': 50})]",[],1,0,-1,50,0,n/a,n/a,n/a,n/a,0,0
consign,"[('gateway', 'consign', {'num_invo': 5})]",[],1,0,-1,5,0,n/a,n/a,n/a,n/a,0,0
preserve,"[('gateway', 'preserve', {'num_invo': 9})]","[('preserve', 'assurance', {'num_invo': 7}), ('preserve', 'contacts', {'num_invo': 7}), ('preserve', 'food', {'num_invo': 7}), ('preserve', 'notification', {'num_invo': 9}), ('preserve', 'order', {'num_invo': 6}), ('preserve', 'seat', {'num_invo': 7, 'anomalous': True, 'selected_features': ['latency', 'cpu_use']}), ('preserve', 'security', {'num_invo': 7}), ('preserve', 'station', {'num_invo': 16}), ('preserve', 'ticketinfo', {'num_invo': 8}), ('preserve', 'travel', {'num_invo': 6, 'anomalous': True, 'selected_features': ['latency']}), ('preserve', 'user', {'num_invo': 8})]",1,11,10,9,88,n/a,8.0,n/a,7.090909090909091,0,2
preserve-other,"[('gateway', 'preserve-other', {'num_invo': 2, 'anomalous': True, 'selected_features': ['latency']})]","[('preserve-other', 'assurance', {'num_invo': 2}), ('preserve-other', 'contacts', {'num_invo': 1}), ('preserve-other', 'food', {'num_invo': 2}), ('preserve-other', 'notification', {'num_invo': 2}), ('preserve-other', 'order-other', {'num_invo': 2}), ('preserve-other', 'seat', {'num_invo': 2, 'anomalous': True, 'selected_features': ['latency', 'cpu_use']}), ('preserve-other', 'security', {'num_invo': 1}), ('preserve-other', 'station', {'num_invo': 2}), ('preserve-other', 'ticketinfo', {'num_invo': 2}), ('preserve-other', 'travel2', {'num_invo': 1, 'anomalous': True, 'selected_features': ['latency']}), ('preserve-other', 'user', {'num_invo': 2})]",1,11,10,2,19,n/a,1.7272727272727273,n/a,0.1983471074380165,1,2
travel-plan,"[('gateway', 'travel-plan', {'num_invo': 4, 'anomalous': True, 'selected_features': ['latency']})]","[('travel-plan', 'route-plan', {'num_invo': 1, 'anomalous': True, 'selected_features': ['latency']}), ('travel-plan', 'seat', {'num_invo': 7, 'anomalous': True, 'selected_features': ['latency', 'cpu_use']}), ('travel-plan', 'station', {'num_invo': 2}), ('travel-plan', 'ticketinfo', {'num_invo': 13})]",1,4,3,4,23,n/a,5.75,n/a,22.6875,1,2
ts-ui-dashboard,"[('gateway', 'ts-ui-dashboard', {'num_invo': 170})]",[],1,0,-1,170,0,n/a,n/a,n/a,n/a,0,0
payment,"[('inside-payment', 'payment', {'num_invo': 15})]",[],1,0,-1,15,0,n/a,n/a,n/a,n/a,0,0
route-plan,"[('travel-plan', 'route-plan', {'num_invo': 1, 'anomalous': True, 'selected_features': ['latency']})]","[('route-plan', 'travel2', {'num_invo': 1, 'anomalous': True, 'selected_features': ['latency']})]",1,1,0,1,1,n/a,n/a,n/a,n/a,1,1
config,"[('seat', 'config', {'num_invo': 50})]",[],1,0,-1,50,0,n/a,n/a,n/a,n/a,0,0
gateway,[],"[('gateway', 'admin-order', {'num_invo': 105}), ('gateway', 'assurance', {'num_invo': 72}), ('gateway', 'auth', {'num_invo': 34}), ('gateway', 'cancel', {'num_invo': 44}), ('gateway', 'consign', {'num_invo': 5}), ('gateway', 'contacts', {'num_invo': 78}), ('gateway', 'food', {'num_invo': 50}), ('gateway', 'inside-payment', {'num_invo': 21}), ('gateway', 'order', {'num_invo': 90}), ('gateway', 'order-other', {'num_invo': 98}), ('gateway', 'preserve', {'num_invo': 9}), ('gateway', 'preserve-other', {'num_invo': 2, 'anomalous': True, 'selected_features': ['latency']}), ('gateway', 'travel', {'num_invo': 7, 'anomalous': True, 'selected_features': ['latency']}), ('gateway', 'travel-plan', {'num_invo': 4, 'anomalous': True, 'selected_features': ['latency']}), ('gateway', 'ts-ui-dashboard', {'num_invo': 170}), ('gateway', 'verification-code', {'num_invo': 120})]",0,16,16,0,909,n/a,56.8125,n/a,2366.40234375,0,3

EDGE SUMMARY
source,target,num_invo,anomalous,selected_features
admin-order,order,79,0,
admin-order,order-other,57,0,
order,station,65,0,
order-other,station,65,0,
auth,verification-code,25,0,
basic,price,29,0,
basic,route,24,0,
basic,station,250,0,
basic,train,26,0,
cancel,inside-payment,16,0,
cancel,notification,16,0,
cancel,order,52,0,
cancel,order-other,3,0,
cancel,user,14,0,
inside-payment,order,32,0,
inside-payment,order-other,2,0,
inside-payment,payment,15,0,
food,food-map,50,0,
food,station,42,0,
food,travel,28,0,
travel,order,20,0,
travel,route,120,0,
travel,seat,26,1,"['latency', 'cpu_use']"
travel,ticketinfo,131,0,
travel,train,73,0,
gateway,admin-order,105,0,
gateway,assurance,72,0,
gateway,auth,34,0,
gateway,cancel,44,0,
gateway,consign,5,0,
gateway,contacts,78,0,
gateway,food,50,0,
gateway,inside-payment,21,0,
gateway,order,90,0,
gateway,order-other,98,0,
gateway,preserve,9,0,
gateway,preserve-other,2,1,['latency']
gateway,travel,7,1,['latency']
gateway,travel-plan,4,1,['latency']
gateway,ts-ui-dashboard,170,0,
gateway,verification-code,120,0,
preserve,assurance,7,0,
preserve,contacts,7,0,
preserve,food,7,0,
preserve,notification,9,0,
preserve,order,6,0,
preserve,seat,7,1,"['latency', 'cpu_use']"
preserve,security,7,0,
preserve,station,16,0,
preserve,ticketinfo,8,0,
preserve,travel,6,1,['latency']
preserve,user,8,0,
preserve-other,assurance,2,0,
preserve-other,contacts,1,0,
preserve-other,food,2,0,
preserve-other,notification,2,0,
preserve-other,order-other,2,0,
preserve-other,seat,2,1,"['latency', 'cpu_use']"
preserve-other,security,1,0,
preserve-other,station,2,0,
preserve-other,ticketinfo,2,0,
preserve-other,travel2,1,1,['latency']
preserve-other,user,2,0,
travel-plan,route-plan,1,1,['latency']
travel-plan,seat,7,1,"['latency', 'cpu_use']"
travel-plan,station,2,0,
travel-plan,ticketinfo,13,0,
seat,config,50,0,
seat,order,59,0,
seat,order-other,10,0,
seat,travel,106,0,
seat,travel2,21,0,
security,order,8,0,
security,order-other,11,0,
ticketinfo,basic,159,0,
travel2,order-other,1,0,
travel2,route,24,0,
travel2,seat,5,1,"['latency', 'cpu_use']"
travel2,ticketinfo,13,0,
travel2,train,10,0,
route-plan,travel2,1,1,['latency']
