,timestamp,gateway_chain-1,chain-9_chain-10,chain-10_chain-11,chain-11_chain-12,chain-12_chain-13,chain-13_chain-14,chain-14_chain-15,chain-1_chain-2,chain-2_chain-3,chain-3_chain-4,chain-4_chain-5,chain-5_chain-6,chain-6_chain-7,chain-7_chain-8,chain-8_chain-9,chain-1_chain-db,chain-10_chain-db,chain-11_chain-db,chain-12_chain-db,chain-13_chain-db,chain-14_chain-db,chain-15_chain-db,chain-2_chain-db,chain-3_chain-db,chain-4_chain-db,chain-5_chain-db,chain-6_chain-db,chain-7_chain-db,chain-8_chain-db,chain-9_chain-db
0,2022-09-28 22:33:57,98913.04347826088,36858.97435897436,35000.0,21250.0,17500.0,9772.727272727272,3243.9024390243903,95652.17391304347,75625.0,74375.0,72435.89743589744,70270.27027027028,58653.84615384616,60714.28571428572,41532.25806451613,0.5090351403614056,0.5119023804760953,0.5119023804760953,0.5119023804760953,0.5119023804760953,0.5119023804760953,0.5223044608921784,0.5090351403614056,0.5090351403614056,0.48749749949989996,0.5090351403614056,0.5090351403614056,0.5090351403614056,0.5090351403614056,0.5090351403614056
1,2022-09-28 22:34:11,119444.44444444444,36309.52380952381,29464.285714285714,25000.0,17678.57142857143,8712.12121212121,3133.3333333333335,95652.17391304347,80000.0,74390.24390243902,73863.63636363637,67857.14285714286,70270.27027027028,60714.28571428572,39024.39024390244,0.5244842368473694,0.5274511902380477,0.5274511902380477,0.5274511902380477,0.5274511902380477,0.5274511902380477,0.5326522304460892,0.5244842368473694,0.5244842368473694,0.5244820830832833,0.5244842368473694,0.5244842368473694,0.5244842368473694,0.5244842368473694,0.5244842368473694
2,2022-09-28 22:34:25,93518.51851851853,37162.16216216216,29500.0,20588.235294117647,18023.25581395349,8306.451612903225,3133.3333333333335,80357.14285714286,78191.48936170213,77127.65957446808,74375.0,65322.580645161295,58035.71428571428,46551.72413793103,40808.82352941177,0.5434117134538018,0.5465007934920317,0.5430341268253651,0.5430341268253651,0.5430341268253651,0.5430341268253651,0.5465014869640595,0.5434117134538018,0.5434117134538018,0.5362324998333,0.5434117134538018,0.5434117134538018,0.5434117134538018,0.5434117134538018,0.5434117134538018
3,2022-09-28 22:34:39,94230.76923076922,34375.0,28125.0,19705.88235294118,16081.08108108108,8306.451612903225,3045.4545454545455,84090.90909090909,79285.71428571429,76315.78947368421,69285.71428571428,65322.580645161295,55434.782608695656,45535.71428571429,40808.82352941177,0.5373754517570181,0.5404255951190238,0.5404255951190239,0.5404255951190239,0.5404255951190239,0.5404255951190239,0.5430261152230447,0.5373754517570181,0.5373754517570181,0.537374374874975,0.5373754517570181,0.5373754517570181,0.5373754517570181,0.5373754517570181,0.5373754517570181
4,2022-09-28 22:34:53,89843.75,34375.0,28125.0,20192.307692307695,16666.666666666668,7661.290322580646,3078.4313725490197,85294.11764705883,74404.7619047619,71428.57142857143,70121.9512195122,64062.5,53571.42857142857,45564.51612903226,41071.42857142857,0.544087028072281,0.5430204760952191,0.5430204760952191,0.5430204760952191,0.5430204760952191,0.5430204760952191,0.5451008921784357,0.544087028072281,0.544087028072281,0.5356461665666467,0.5399536947389477,0.5399536947389477,0.5399536947389477,0.5399536947389477,0.5399536947389477
5,2022-09-28 22:35:07,99038.46153846153,35227.27272727273,28333.333333333336,20000.0,16988.636363636364,8257.575757575758,3130.4347826086955,80769.23076923078,77040.81632653062,75520.83333333334,72340.4255319149,63571.42857142857,58333.333333333336,48611.11111111112,38437.5,0.5537280789491231,0.5568837300793492,0.5568837300793493,0.5568837300793493,0.5568837300793493,0.5568837300793493,0.5586174101486964,0.5537280789491231,0.5537280789491231,0.5537273610277611,0.5537280789491231,0.5537280789491231,0.5537280789491231,0.5537280789491231,0.5537280789491231
6,2022-09-28 22:35:21,96153.84615384616,37171.05263157895,30416.666666666668,21029.411764705885,17702.702702702703,8194.444444444445,3130.4347826086955,83974.35897435898,78750.0,76630.43478260869,73026.31578947368,67763.15789473685,63281.25,49479.166666666664,41562.5,0.5576621629087722,0.5608431972108707,0.5593574829251565,0.5608431972108708,0.5593574829251565,0.5593574829251565,0.5608434944131684,0.5576621629087722,0.5576621629087722,0.5545853570714143,0.5576621629087722,0.5576621629087722,0.5576621629087722,0.5576621629087722,0.5576621629087722
7,2022-09-28 22:35:35,93518.51851851853,37500.0,31696.428571428572,21363.636363636364,17105.26315789474,8106.060606060605,3181.818181818182,82142.85714285714,80769.23076923078,79285.71428571429,71323.52941176471,66935.48387096774,56250.0,47222.222222222226,39772.72727272728,0.5580293925451757,0.5612127975595119,0.5612127975595119,0.5612127975595119,0.5612127975595119,0.5612127975595119,0.5625130576115224,0.5580293925451757,0.5580293925451757,0.5580288541041541,0.5580293925451757,0.5580293925451757,0.5580293925451757,0.5580293925451757,0.5580293925451757
8,2022-09-28 22:35:49,90625.0,35661.76470588236,29910.714285714286,21363.636363636364,17151.162790697676,9583.333333333334,3125.0,89062.5,76282.05128205128,75641.02564102566,73809.52380952382,67361.11111111111,59482.75862068965,47596.153846153844,41532.25806451613,0.5583150155957117,0.5615002644973439,0.561500264497344,0.5615002644973439,0.561500264497344,0.561500264497344,0.5626560512102421,0.5583150155957117,0.5583150155957117,0.5559219443888778,0.5583150155957117,0.5583150155957117,0.5583150155957117,0.5583150155957117,0.5583150155957117
9,2022-09-28 22:36:03,125781.25,36968.085106382976,33445.94594594595,21015.625,17978.72340425532,8870.967741935485,3043.478260869565,87142.85714285714,82926.8292682927,77906.97674418605,77840.90909090909,71428.57142857143,66666.66666666666,49537.03703703704,41911.76470588236,0.5626768473694739,0.5658902380476095,0.5658902380476095,0.5658902380476095,0.5658902380476095,0.5658902380476095,0.5669304460892179,0.5626768473694739,0.5626768473694739,0.5626764166166567,0.5626768473694739,0.5626768473694739,0.5626768473694739,0.5626768473694739,0.5626768473694739
10,2022-09-28 22:36:17,114423.07692307694,36184.21052631579,30000.0,21785.714285714286,17674.41860465116,9600.000000000002,3199.9999999999995,85294.11764705883,78378.37837837839,73125.0,77840.90909090909,65714.28571428572,60000.0,55357.14285714286,41071.42857142857,0.5653062248813399,0.5685365800432813,0.5685365800432813,0.5685365800432813,0.5685365800432813,0.5685365800432813,0.5694822237174708,0.5653062248813399,0.5653062248813399,0.5653058332878698,0.5653062248813399,0.5653062248813399,0.5653062248813399,0.5653062248813399,0.5653062248813399
11,2022-09-28 22:36:31,98958.33333333333,38970.58823529412,31250.0,21750.0,17115.384615384617,8409.09090909091,3243.9024390243903,89655.17241379312,84375.0,81250.0,69375.0,71527.77777777777,62096.774193548394,47916.66666666667,42578.125,0.5623307061412283,0.5655418650396746,0.564675198373008,0.5655418650396746,0.564675198373008,0.564675198373008,0.5655420384076816,0.5623307061412283,0.5623307061412283,0.5623303471805472,0.5623307061412283,0.5623307061412283,0.5623307061412283,0.5623307061412283,0.5623307061412283
12,2022-09-28 22:36:45,98958.33333333333,36875.0,32954.545454545456,21379.310344827587,17346.938775510203,8790.322580645161,3045.4545454545455,82857.14285714286,77976.19047619049,75625.0,78030.30303030302,70945.94594594595,63281.25,49456.52173913044,39189.189189189194,0.5640444444444445,0.5672666666666667,0.5655333333333333,0.5672666666666667,0.5655333333333333,0.5655333333333333,0.5655333333333333,0.5640444444444445,0.5640444444444445,0.5658388888888889,0.5640444444444445,0.5640444444444445,0.5640444444444445,0.5640444444444445,0.5640444444444445
