orders_payment,orders_shipping
"('payment', 0.4624106072676115)","('orders', 0.3322083333333334)","('shipping', 0.20538105939905513)","('home-cluster-node2', 0.0)","('rabbitmq', 0.0)","('home-cluster-node3', 0.0)"
"('payment', 0.4624106072676115)","('orders', 0.3322083333333334)","('shipping', 0.20538105939905513)","('rabbitmq', 0.0)"
