orders_payment,orders_shipping,shipping_rabbitmq
"('orders', 0.4204742005894962)","('shipping', 0.223009925049792)","('rabbitmq', 0.1275396943535691)","('queue-master', 0.12153310515555858)","('payment', 0.1074430748515841)","('home-cluster-node1', 0.0)","('home-cluster-node2', 0.0)","('home-cluster-node3', 0.0)"
"('orders', 0.4204742005894962)","('shipping', 0.223009925049792)","('rabbitmq', 0.1275396943535691)","('queue-master', 0.12153310515555858)","('payment', 0.1074430748515841)"
