fanout-1-db,"('gateway', 0.5386290038964844)","('fanout-1', 0.4613709961035156)","('fanout-1-db', 0.0)"

fanout-1,"('fanout-1', 0.42483241231168645)","('gateway', 0.38972960661238737)","('fanout-1-db', 0.18543798107592613)"

fanout-2-db,"('gateway', 0.5386290038964844)","('fanout-2', 0.4613709961035156)","('fanout-2-db', 0.0)"

fanout-2,"('gateway', 0.5386290038964844)","('fanout-2', 0.4613709961035156)","('fanout-2-db', 0.0)"

fanout-3-db,"('gateway', 0.5386290038964844)","('fanout-3', 0.4613709961035156)","('fanout-3-db', 0.0)"

fanout-3,"('gateway', 0.5386290038964844)","('fanout-3', 0.4613709961035156)","('fanout-3-db', 0.0)"

fanout-4-db,"('gateway', 0.5386290038964844)","('fanout-4', 0.4613709961035156)","('fanout-4-db', 0.0)"

fanout-4,"('gateway', 0.5386290038964844)","('fanout-4', 0.4613709961035156)","('fanout-4-db', 0.0)"

fanout-5-db,"('gateway', 0.5386290038964844)","('fanout-5', 0.4613709961035156)","('fanout-5-db', 0.0)"

fanout-5,"('gateway', 0.5386290038964844)","('fanout-5', 0.4613709961035156)","('fanout-5-db', 0.0)"

gateway,"('gateway', 0.3269230769230769)","('fanout-4', 0.14674785948422062)","('fanout-2', 0.14324923930475164)","('fanout-1', 0.13664710103308214)","('fanout-5', 0.12573691265147813)","('fanout-3', 0.12069581060339057)","('fanout-2-db', 0.0)","('fanout-3-db', 0.0)","('fanout-4-db', 0.0)","('fanout-5-db', 0.0)","('fanout-1-db', 0.0)"

