,timestamp,gateway_fanout-1,gateway_fanout-10,gateway_fanout-11,gateway_fanout-12,gateway_fanout-13,gateway_fanout-14,gateway_fanout-15,gateway_fanout-2,gateway_fanout-3,gateway_fanout-4,gateway_fanout-5,gateway_fanout-6,gateway_fanout-7,gateway_fanout-8,gateway_fanout-9,fanout-1_fanout-db,fanout-10_fanout-db,fanout-11_fanout-db,fanout-12_fanout-db,fanout-13_fanout-db,fanout-14_fanout-db,fanout-15_fanout-db,fanout-2_fanout-db,fanout-3_fanout-db,fanout-4_fanout-db,fanout-5_fanout-db,fanout-6_fanout-db,fanout-7_fanout-db,fanout-8_fanout-db,fanout-9_fanout-db
0,2022-09-29 05:42:54,3347.8260869565215,3042.553191489362,3119.9999999999995,3044.444444444445,3081.6326530612246,3038.461538461538,3117.6470588235293,3333.333333333333,3078.4313725490197,3347.8260869565215,3208.333333333333,3297.8723404255315,3266.6666666666665,3232.5581395348836,3035.714285714286,0.6157999999999999,0.6408666666666667,0.5978,0.6193333333333334,0.5978,0.6193333333333334,0.6193333333333334,0.6157999999999999,0.6053999999999999,0.6157999999999999,0.5942666666666666,0.5942666666666666,0.6373333333333334,0.6157999999999999,0.6373333333333334
1,2022-09-29 05:43:08,3526.3157894736846,3078.4313725490197,3119.9999999999995,3038.461538461538,3272.727272727273,3040.8163265306125,3181.818181818182,3133.3333333333335,3227.2727272727275,3177.7777777777774,3186.046511627907,3238.095238095238,3080.0,3078.4313725490197,3043.478260869565,0.6053999999999999,0.6088666666666667,0.6088666666666667,0.6088666666666667,0.6088666666666667,0.6088666666666667,0.6088666666666667,0.6053999999999999,0.6002,0.6053999999999999,0.6053999999999999,0.6053999999999999,0.6054,0.6053999999999999,0.6054
2,2022-09-29 05:43:22,3297.872340425532,3119.9999999999995,3125.0,3212.7659574468084,3125.0,3000.0,3181.818181818182,3117.6470588235293,3465.116279069767,3409.090909090909,3340.425531914894,3340.425531914894,3272.727272727273,3119.9999999999995,3156.862745098039,0.6053999999999999,0.6160444444444444,0.6016888888888888,0.6088666666666667,0.6016888888888888,0.6088666666666667,0.6053777777777777,0.6053999999999999,0.6019333333333333,0.6053999999999999,0.5982222222222222,0.5982222222222222,0.6125777777777778,0.6053999999999999,0.6125777777777778
3,2022-09-29 05:43:36,3243.9024390243903,3186.046511627907,3039.21568627451,3170.2127659574467,3136.3636363636365,3088.888888888889,3040.0,3300.0000000000005,3421.052631578948,3461.538461538462,3238.095238095238,3300.0000000000005,3186.046511627907,3238.095238095238,3186.046511627907,0.5871999999999999,0.59055,0.59055,0.59055,0.59055,0.59055,0.59055,0.5871999999999999,0.5846,0.5871999999999999,0.5871999999999999,0.5871999999999999,0.5871999999999999,0.5871999999999999,0.5871999999999999
4,2022-09-29 05:43:50,3181.818181818182,3410.25641025641,3000.0,3139.5348837209303,3081.6326530612246,3000.0,3133.3333333333335,3181.818181818182,3083.3333333333335,3136.3636363636365,3041.6666666666665,3085.1063829787236,3217.3913043478256,3473.684210526316,3139.5348837209303,0.5846,0.5901466666666667,0.5815333333333333,0.5858399999999999,0.5815333333333333,0.5858399999999999,0.5858399999999999,0.5825199999999999,0.5825199999999999,0.5825199999999999,0.5802933333333333,0.5782133333333334,0.5868266666666667,0.5825199999999999,0.5868266666666667
5,2022-09-29 05:44:04,3212.7659574468084,3260.869565217391,3125.0,3127.659574468085,3232.5581395348836,3044.444444444445,3081.6326530612246,3125.0,3238.095238095238,3311.1111111111113,3041.6666666666665,3085.1063829787236,3341.4634146341464,3166.6666666666665,3000.0,0.5846,0.5879333333333333,0.5879333333333333,0.5879333333333333,0.5879333333333333,0.5879333333333333,0.5879333333333333,0.5846,0.5828666666666666,0.5846,0.5846,0.5846,0.5846,0.5846,0.5846
6,2022-09-29 05:44:18,3333.3333333333335,3421.052631578948,3043.478260869565,3088.888888888889,3232.5581395348836,3122.448979591837,3139.5348837209303,3173.9130434782605,3238.095238095238,3325.5813953488373,3042.553191489362,3177.7777777777774,3279.0697674418607,3139.5348837209303,3000.0,0.5816285714285714,0.5880190476190476,0.5818666666666666,0.5849428571428571,0.5818666666666666,0.5849428571428571,0.5849428571428571,0.5816285714285714,0.5801428571428572,0.5816285714285714,0.5785523809523809,0.5785523809523809,0.584704761904762,0.5816285714285714,0.584704761904762
7,2022-09-29 05:44:32,3333.3333333333335,3204.0816326530617,3260.869565217391,3000.0,3085.1063829787236,3122.448979591837,3038.461538461538,3088.888888888889,3163.265306122449,3350.0,3119.9999999999995,3078.4313725490197,3272.727272727273,3204.0816326530617,3130.4347826086955,0.5832999999999999,0.586625,0.586625,0.5853166666666667,0.5853166666666667,0.5853166666666667,0.5853166666666666,0.5832999999999999,0.582,0.5832999999999999,0.5832999999999999,0.5832999999999999,0.5833,0.582,0.5833
8,2022-09-29 05:44:46,3722.222222222222,3285.7142857142862,3041.6666666666665,3127.659574468085,3125.0,3086.9565217391305,3000.0,3127.659574468085,3279.0697674418607,3222.222222222222,3232.5581395348836,3186.046511627907,3272.727272727273,3133.3333333333335,3127.659574468085,0.5846,0.5855407407407407,0.5903259259259258,0.5856074074074074,0.588,0.5856074074074074,0.5856074074074074,0.5846,0.5834444444444444,0.5846,0.5869925925925926,0.5869925925925926,0.5822074074074074,0.5822888888888889,0.5822074074074074
9,2022-09-29 05:45:00,3341.4634146341464,3227.2727272727275,3133.3333333333335,3042.553191489362,3279.0697674418607,3000.0,3173.9130434782605,3372.093023255814,3232.5581395348836,3222.222222222222,3041.6666666666665,3177.7777777777774,3272.727272727273,3227.2727272727275,3041.6666666666665,0.5846,0.5879333333333333,0.5879333333333333,0.5868866666666667,0.5868866666666667,0.5868866666666667,0.5868866666666667,0.5846,0.58356,0.5846,0.5846,0.5846,0.5846,0.58356,0.5846
10,2022-09-29 05:45:14,3536.5853658536585,3272.727272727273,3372.093023255814,3130.4347826086955,3311.1111111111113,3078.4313725490197,3325.5813953488373,3372.093023255814,3518.5185185185187,3631.5789473684213,3279.0697674418607,30000.0,3372.093023255814,3272.727272727273,3127.659574468085,0.5846,0.5850242424242423,0.5889393939393939,0.586030303030303,0.5879878787878788,0.586030303030303,0.586030303030303,0.5836545454545454,0.5836545454545454,0.5836545454545454,0.5856121212121213,0.5856121212121213,0.5816969696969697,0.5827090909090908,0.5816969696969697
11,2022-09-29 05:45:28,3564.1025641025644,3086.9565217391305,3136.3636363636365,3088.888888888889,3285.7142857142862,3042.553191489362,3300.0000000000005,3222.222222222222,3127.659574468085,3325.5813953488373,3238.095238095238,37765.95744680851,3341.4634146341464,3272.727272727273,3041.6666666666665,0.5837333333333333,0.5870611111111111,0.5870611111111111,0.5861888888888889,0.5861888888888889,0.5861888888888889,0.5861888888888889,0.5837333333333333,0.5828666666666666,0.5837333333333333,0.5837333333333333,0.5837333333333333,0.5837333333333333,0.5828666666666666,0.5837333333333333
12,2022-09-29 05:45:42,3238.095238095238,3045.4545454545455,3086.9565217391305,3083.3333333333335,3090.9090909090914,3093.0232558139537,3358.974358974359,3000.0,3186.046511627907,3292.682926829268,3000.0,37500.0,3190.476190476191,3133.3333333333335,3088.888888888889,0.5802666666666666,0.5791111111111111,0.5862888888888889,0.5818277777777777,0.5854166666666666,0.5818277777777777,0.5818277777777777,0.5802666666666666,0.5802666666666666,0.5794,0.5829888888888889,0.5829888888888889,0.5758111111111112,0.5785333333333332,0.5758111111111112
