gateway_fanout-10,gateway_fanout-11,gateway_fanout-12,gateway_fanout-13,gateway_fanout-14,gateway_fanout-15,gateway_fanout-5,gateway_fanout-8
"('gateway', 0.33999999999999997)","('fanout-5', 0.32043335420984653)","('fanout-14', 0.082785433073717)","('fanout-15', 0.08201904593517277)","('fanout-8', 0.07337671507146735)","('fanout-12', 0.06397590043768187)","('fanout-13', 0.05838691072752189)","('fanout-10', 0.04673150565779395)","('fanout-13-db', 0.0)","('home-cluster-node2', 0.0)","('fanout-8-db', 0.0)","('home-cluster-node1', 0.0)","('fanout-10-db', 0.0)","('fanout-5-db', 0.0)","('home-cluster-node3', 0.0)","('fanout-15-db', 0.0)","('fanout-14-db', 0.0)","('fanout-11-db', 0.0)","('fanout-12-db', 0.0)","('fanout-11', -0.06770886511320126)"
"('gateway', 0.33999999999999997)","('fanout-5', 0.32043335420984653)","('fanout-14', 0.082785433073717)","('fanout-15', 0.08201904593517277)","('fanout-8', 0.07337671507146735)","('fanout-12', 0.06397590043768187)","('fanout-13', 0.05838691072752189)","('fanout-10', 0.04673150565779395)","('fanout-13-db', 0.0)","('fanout-8-db', 0.0)","('fanout-10-db', 0.0)","('fanout-5-db', 0.0)","('fanout-15-db', 0.0)","('fanout-14-db', 0.0)","('fanout-11-db', 0.0)","('fanout-12-db', 0.0)","('fanout-11', -0.06770886511320126)"
