,source,destination
0,orders,orders-db
1,shipping,rabbitmq
2,fanout-1,fanout-1-db
3,fanout-2,fanout-2-db
4,fanout-3,fanout-3-db
5,fanout-4,fanout-4-db
6,queue-master,rabbitmq
7,front-end,session-db
8,carts,carts-db
9,catalogue,catalogue-db
10,fanout-5,fanout-5-db
11,user,user-db
12,front-end,carts
13,orders,carts
14,front-end,catalogue
15,front-end,orders
16,orders,payment
17,orders,shipping
18,front-end,user
19,orders,user
20,shipping,home-cluster-node3
21,catalogue,home-cluster-node3
22,rabbitmq,home-cluster-node1
23,catalogue-db,home-cluster-node1
24,user,home-cluster-node1
25,carts,home-cluster-node2
26,carts-db,home-cluster-node1
27,payment,home-cluster-node2
28,session-db,home-cluster-node2
29,front-end,home-cluster-node3
30,orders,home-cluster-node2
31,user-db,home-cluster-node2
32,orders-db,home-cluster-node1
33,queue-master,home-cluster-node3
