,timestamp,front-end_carts,orders_carts,front-end_catalogue,front-end_orders,orders_payment,orders_shipping,front-end_user,orders_user,carts_carts-db,catalogue_catalogue-db,fanout-1_fanout-1-db,fanout-2_fanout-2-db,fanout-3_fanout-3-db,fanout-4_fanout-4-db,fanout-5_fanout-5-db,orders_orders-db,queue-master_rabbitmq,shipping_rabbitmq,front-end_session-db,user_user-db
0,2022-09-28 10:18:17,33873.05699481865,19788.13559322034,18940.677966101695,68382.35294117648,3432.4324324324325,3935.064935064935,27843.601895734595,20925.48076923077,63.7932,58.40626666666667,0.06459999999999999,0.06459999999999999,0.06459999999999999,0.06453546453546452,0.06459999999999999,0.5252666666666667,2.0748,0.0,6.4492666666666665,72.90380895203789
1,2022-09-28 10:18:31,39683.73493975904,25000.0,21175.496688741725,82746.47887323944,3420.168067226891,6488.095238095239,32688.05309734513,24005.524861878457,56.833533333333335,59.593681260276405,0.06458923692102632,0.06459999999999999,0.06459999999999999,0.0646000646000646,0.06459999999999999,0.5059,2.261,0.0,6.3408,72.90380895203789
2,2022-09-28 10:18:45,38172.043010752684,22750.0,21105.769230769234,81597.22222222223,3509.090909090909,4941.176470588234,28717.6724137931,22936.507936507936,58.805511111111116,59.236766304023895,0.06460000478518571,0.06459999999999999,0.06459999999999999,0.06462159795493129,0.06459999999999999,0.5363555555555556,2.2876,0.0,6.195097449569004,72.46945033101538
3,2022-09-28 10:18:59,32402.91262135922,18892.85714285714,20104.790419161673,65384.61538461539,3362.068965517241,4239.43661971831,26382.74336283186,20011.467889908254,58.293483333333334,60.00104139468459,0.06460000358888929,0.06459999999999999,0.06459999999999999,0.06460651427671216,0.06459999999999999,0.5279,2.1723333333333334,0.00013333333333333334,6.239731329374672,71.99311809170935
4,2022-09-28 10:19:13,35986.84210526316,21318.181818181816,20120.48192771084,65588.23529411765,3278.6885245901644,3729.4117647058824,29082.66129032258,20083.73205741627,59.443225541483365,59.791969403651706,0.06460000287111142,0.06459999999999999,0.06459999999999999,0.06461296807536213,0.06459999999999999,0.5217733333333333,2.1031733333333333,0.00010666666666666667,6.218198396833071,72.11181447336749
5,2022-09-28 10:19:27,34903.38164251209,22142.85714285714,19054.878048780487,77302.63157894737,3464.2857142857138,4529.411764705882,25234.74178403756,22686.17021276596,59.519419070940984,59.76901084849157,0.06460000239259285,0.06459999999999999,0.06459999999999999,0.06460506756813225,0.06459999999999999,0.5252333333333333,2.1250444444444443,8.888888888888889e-05,6.175644346002276,72.22798983891734
6,2022-09-28 10:19:41,36567.16417910447,22727.272727272728,19386.79245283019,77108.43373493975,3558.5585585585586,4575.757575757575,27810.077519379844,22365.853658536584,61.135540156044655,60.2692283463261,0.06460000205079387,0.06459999999999999,0.06459999999999999,0.06460926816100618,0.06459999999999999,0.520095238095238,2.135035575963266,7.61904761904762e-05,6.197685532744423,72.46881805683724
7,2022-09-28 10:19:55,32192.737430167603,22089.552238805973,18590.116279069767,68131.86813186812,3400.0,4058.8235294117644,23959.074733096084,20125.0,61.36192263653907,60.66946646970201,0.06460000179444464,0.06459999999999999,0.06459999999999999,0.0646081096408804,0.06459999999999999,0.5199,2.125753136915497,6.666666666666667e-05,6.214983174484703,72.2190314750113
8,2022-09-28 10:20:09,38184.07960199005,20000.0,19840.76433121019,75632.91139240506,3754.7169811320755,4735.294117647059,32100.34013605442,21081.08108108108,61.53799789914584,60.98076278788327,0.0646000015950619,0.06459999999999999,0.06459999999999999,0.06460625166022235,0.06459999999999999,0.5187185185185185,2.116150936517479,0.00011851851851851852,6.216259118060477,72.3777469228877
9,2022-09-28 10:20:23,32768.69158878504,22230.76923076923,20781.25,68928.57142857143,3598.1308411214955,4142.857142857142,28988.326848249028,21530.373831775705,61.09359685606502,60.57181317576161,0.0646000014355557,0.06459999999999999,0.06459999999999999,0.06460648794239322,0.06459999999999999,0.5231,2.1544425592836416,0.00010666666666666667,6.216303093640316,72.9370316424813
10,2022-09-28 10:20:37,27707.006369426752,17611.940298507463,16879.699248120305,191273.58490566036,3457.142857142857,4612.903225806452,181656.80473372783,96309.52380952382,60.40266986915001,60.17414531129843,0.06460000130505064,0.06459999999999999,0.06459999999999999,0.06460589812944838,0.06459686954836208,0.5207515151515151,2.129560180507201,9.696969696969698e-05,6.1727734932634775,72.71505300831633
11,2022-09-28 10:20:51,23652.912621359224,11935.483870967746,14763.513513513511,179133.85826771657,3392.8571428571427,6046.511627906976,175000.0,88178.29457364342,59.77467367689375,59.56026974138236,0.06460000119629643,0.06459999999999999,0.06459999999999999,0.0646028955682623,0.06459928461434324,0.5138926925725965,2.10578572102049,8.888888888888889e-05,6.112042368824855,72.2196041465122
12,2022-09-28 10:21:05,23652.912621359224,16486.486486486483,14763.513513513511,179133.85826771657,3509.8039215686276,4957.446808510638,175000.0,87500.0,58.314523676893764,59.01492299870049,0.06460000119629643,0.06459999999999999,0.06459999999999999,0.06461078691878022,0.06460000248783748,0.5072334485015602,2.0954412765760453,0.00013344025661587812,6.028270146602633,71.72654228939793
