fanout-1-db,"('gateway', 0.5386290038964844)","('fanout-1', 0.4613709961035156)","('fanout-1-db', 0.0)"

fanout-10-db,"('gateway', 0.5386290038964844)","('fanout-10', 0.4613709961035156)","('fanout-10-db', 0.0)"

fanout-10,"('gateway', 0.5386290038964844)","('fanout-10', 0.4613709961035156)","('fanout-10-db', 0.0)"

fanout-1,"('gateway', 0.5386290038964844)","('fanout-1', 0.4613709961035156)","('fanout-1-db', 0.0)"

fanout-2-db,"('gateway', 0.5386290038964844)","('fanout-2', 0.4613709961035156)","('fanout-2-db', 0.0)"

fanout-2,"('gateway', 0.5386290038964844)","('fanout-2', 0.4613709961035156)","('fanout-2-db', 0.0)"

fanout-3-db,"('gateway', 0.5386290038964844)","('fanout-3', 0.4613709961035156)","('fanout-3-db', 0.0)"

fanout-3,"('gateway', 0.5386290038964844)","('fanout-3', 0.4613709961035156)","('fanout-3-db', 0.0)"

fanout-4-db,"('gateway', 0.5386290038964844)","('fanout-4', 0.4613709961035156)","('fanout-4-db', 0.0)"

fanout-4,"('gateway', 0.5386290038964844)","('fanout-4', 0.4613709961035156)","('fanout-4-db', 0.0)"

fanout-5-db,"('gateway', 0.5386290038964844)","('fanout-5', 0.4613709961035156)","('fanout-5-db', 0.0)"

fanout-5,"('gateway', 0.5386290038964844)","('fanout-5', 0.4613709961035156)","('fanout-5-db', 0.0)"

fanout-6-db,"('gateway', 0.5386290038964844)","('fanout-6', 0.4613709961035156)","('fanout-6-db', 0.0)"

fanout-6,"('gateway', 0.5386290038964844)","('fanout-6', 0.4613709961035156)","('fanout-6-db', 0.0)"

fanout-7-db,"('gateway', 0.5386290038964844)","('fanout-7', 0.4613709961035156)","('fanout-7-db', 0.0)"

fanout-7,"('gateway', 0.5386290038964844)","('fanout-7', 0.4613709961035156)","('fanout-7-db', 0.0)"

fanout-8-db,"('gateway', 0.5386290038964844)","('fanout-8', 0.4613709961035156)","('fanout-8-db', 0.0)"

fanout-8,"('gateway', 0.5386290038964844)","('fanout-8', 0.4613709961035156)","('fanout-8-db', 0.0)"

fanout-9-db,"('gateway', 0.5386290038964844)","('fanout-9', 0.4613709961035156)","('fanout-9-db', 0.0)"

fanout-9,"('gateway', 0.5386290038964844)","('fanout-9', 0.4613709961035156)","('fanout-9-db', 0.0)"

gateway,"('gateway', 0.3541666666666667)","('fanout-1', 0.0872784664900112)","('fanout-8', 0.07487516454193938)","('fanout-7', 0.07317501925670657)","('fanout-4', 0.06538442336348718)","('fanout-5', 0.06488046836979387)","('fanout-6', 0.06266027400616864)","('fanout-2', 0.06053023708929068)","('fanout-3', 0.05933460294868627)","('fanout-10', 0.049780378098257264)","('fanout-9', 0.04793429916899227)","('fanout-2-db', 0.0)","('fanout-8-db', 0.0)","('fanout-9-db', 0.0)","('fanout-1-db', 0.0)","('fanout-4-db', 0.0)","('fanout-5-db', 0.0)","('fanout-7-db', 0.0)","('fanout-10-db', 0.0)","('fanout-6-db', 0.0)","('fanout-3-db', 0.0)"

