chain-12_chain-13,chain-13_chain-14,chain-14_chain-15
"('chain-13', 0.3372882925872136)","('chain-14', 0.29162586010324887)","('chain-12', 0.2704513630074179)","('chain-15', 0.10063448430211967)","('chain-db', 0.0)","('home-cluster-node2', 0.0)","('home-cluster-node3', 0.0)","('home-cluster-node1', 0.0)"
"('chain-13', 0.3372882925872136)","('chain-14', 0.29162586010324887)","('chain-12', 0.2704513630074179)","('chain-15', 0.10063448430211967)","('chain-db', 0.0)"
