,timestamp,gateway_chain-1,chain-9_chain-10,chain-1_chain-2,chain-2_chain-3,chain-3_chain-4,chain-4_chain-5,chain-5_chain-6,chain-6_chain-7,chain-7_chain-8,chain-8_chain-9,chain-1_chain-db,chain-10_chain-db,chain-2_chain-db,chain-3_chain-db,chain-4_chain-db,chain-5_chain-db,chain-6_chain-db,chain-7_chain-db,chain-8_chain-db,chain-9_chain-db
0,2022-09-28 18:58:17,73780.48780487805,6145.833333333334,68055.55555555556,53000.0,41287.87878787879,38437.5,35810.810810810806,24375.0,18023.25581395349,14453.125,0.5494,0.543,0.5812666666666666,0.5502666666666667,0.5296000000000001,0.5192666666666667,0.5399333333333333,0.5399333333333333,0.5503767420150697,0.5399333333333333
1,2022-09-28 18:58:31,73780.48780487805,5859.375,69871.79487179486,62096.774193548394,43951.61290322581,39285.71428571429,36046.51162790697,25520.833333333332,18716.216216216217,14453.125,0.5554333333333333,0.543,0.5657666666666666,0.5450999999999999,0.5451,0.5606,0.5554333333333332,0.5296,0.5503767420150697,0.5296
2,2022-09-28 18:58:45,76086.95652173914,6891.891891891892,74444.44444444444,63571.42857142857,45703.125,39802.63157894737,36046.51162790697,32720.588235294115,19418.60465116279,14375.0,0.5465333333333334,0.5464666666666668,0.5502666666666666,0.5743777777777778,0.5606,0.5743777777777778,0.5640444444444443,0.5606,0.560673383565602,0.5640444444444443
3,2022-09-28 18:58:59,75000.0,6891.891891891892,69375.0,64285.71428571429,42307.692307692305,37777.77777777778,36388.88888888888,23064.516129032258,18297.872340425536,15294.117647058823,0.5657666666666668,0.5638,0.5735166666666667,0.5786833333333333,0.5709333333333333,0.58385,0.5786833333333333,0.5735166666666667,0.5632383710075348,0.5812666666666666
4,2022-09-28 18:59:13,72777.77777777777,6071.428571428572,69565.21739130434,56000.0,42500.0,37500.0,35000.0,23064.516129032258,17865.853658536587,14453.125,0.5666266666666667,0.57212,0.5771333333333333,0.573,0.5688666666666666,0.5791999999999999,0.5874666666666666,0.5668,0.5730440301393612,0.5833333333333333
5,2022-09-28 18:59:27,71428.57142857143,5000.0,65000.0,57142.857142857145,43214.28571428571,37500.0,34722.22222222222,21896.55172413793,17500.0,13863.636363636364,0.5743777777777778,0.5707333333333333,0.5726555555555556,0.5778222222222222,0.5674888888888888,0.5761,0.5795444444444444,0.5726555555555556,0.5675255806716898,0.5812666666666666
6,2022-09-28 18:59:41,71794.8717948718,6370.967741935484,61290.32258064516,52884.61538461538,40234.375,37812.5,33783.78378378378,29910.714285714286,17500.0,12500.0,0.5693333333333334,0.5727142857142857,0.5768380952380953,0.5768380952380951,0.5679809523809524,0.5768380952380951,0.5753619047619047,0.5709333333333333,0.5694885929566865,0.5827428571428571
7,2022-09-28 18:59:55,69078.94736842105,6129.032258064516,70000.0,60937.5,41346.153846153844,36562.5,33445.94594594595,23660.714285714286,17678.57142857143,13863.636363636364,0.5735166666666667,0.5729,0.5735166666666667,0.5748083333333334,0.56835,0.5786833333333333,0.5773916666666666,0.572225,0.5696691855037674,0.5786833333333333
8,2022-09-28 19:00:09,73170.73170731707,5125.0,69285.71428571429,55769.23076923077,41666.666666666664,37500.0,35661.76470588236,28879.310344827587,17500.0,15294.117647058823,0.5696888888888889,0.5741999999999999,0.5743777777777778,0.5697851851851852,0.5697851851851852,0.5732296296296296,0.5766740740740741,0.5651812852244366,0.5709577945218673,0.5778222222222222
9,2022-09-28 19:00:23,71794.8717948718,5096.153846153846,66216.21621621623,56250.0,41666.666666666664,37500.0,33783.78378378378,21129.032258064515,17959.18367346939,12500.0,0.5678333333333334,0.57108,0.5688666666666666,0.5657666666666666,0.5637,0.5719666666666667,0.573,0.5688685311102079,0.5678553484030139,0.5709333333333333
10,2022-09-28 19:00:37,105769.23076923078,6000.0,78289.47368421052,58035.71428571428,42500.0,37740.38461538461,36079.545454545456,26785.714285714286,17959.18367346939,14411.764705882355,0.5699151515151516,0.5713636363636364,0.5718727272727272,0.5662363636363636,0.5699939393939394,0.575630303030303,0.5756303030303029,0.5718853686531117,0.5690745591542551,0.5737515151515151
11,2022-09-28 19:00:51,175000.0,5625.0,79268.29268292683,59166.66666666667,42500.0,36890.243902439026,34642.857142857145,28846.153846153848,17674.418604651164,13145.16129032258,0.5700722222222222,0.5716,0.5700722222222222,0.5657666666666666,0.5666277777777777,0.5717944444444444,0.5726555555555556,0.5692226990431302,0.5675072347802893,0.5717944444444444
12,2022-09-28 19:01:05,175000.0,5555.555555555556,79268.29268292683,59166.66666666667,44696.969696969696,38315.21739130435,35465.11627906977,28225.806451612905,17500.0,12903.225806451614,0.5719388888888889,0.5733333333333334,0.5674888888888889,0.5700722222222222,0.5717944444444444,0.5786833333333333,0.5795444444444445,0.5735282545986857,0.5692202840568114,0.5778222222222222
