front-end_catalogue,shipping_rabbitmq
"('rabbitmq', 0.42723463444075394)","('catalogue', 0.29173411555924617)","('front-end', 0.1140333333865476)","('queue-master', 0.10761032180070261)","('shipping', 0.05938759481274978)","('catalogue-db', 0.0)","('home-cluster-node3', 0.0)","('home-cluster-node1', 0.0)"
"('rabbitmq', 0.42723463444075394)","('catalogue', 0.29173411555924617)","('front-end', 0.1140333333865476)","('queue-master', 0.10761032180070261)","('shipping', 0.05938759481274978)","('catalogue-db', 0.0)"
