,source,destination
0,fanout-1,fanout-1-db
1,fanout-2,fanout-2-db
2,fanout-3,fanout-3-db
3,fanout-4,fanout-4-db
4,fanout-5,fanout-5-db
5,gateway,fanout-3
6,gateway,fanout-4
7,gateway,fanout-5
8,gateway,fanout-1
9,gateway,fanout-2
10,fanout-2,home-cluster-node3
11,fanout-3-db,home-cluster-node2
12,fanout-4,home-cluster-node3
13,fanout-5-db,home-cluster-node2
14,fanout-1,home-cluster-node1
15,fanout-1-db,home-cluster-node2
16,fanout-2-db,home-cluster-node2
17,fanout-3,home-cluster-node1
18,fanout-4-db,home-cluster-node2
19,fanout-5,home-cluster-node1
20,gateway,home-cluster-node3
