,timestamp,ctn_cpu,ctn_network,ctn_memory,node_cpu,node_network,node_memory
0,2022-09-25 06:20:14,0.27538090343080424,1.1438877507226268,2926.9733532954524,0.5048888888888767,1.1763333333333332,0.30557439978008705
1,2022-09-25 06:20:28,0.19629962412473712,1.2957254957004176,1924.6437617112047,0.5177777777777772,1.2167777777777775,0.3046068811144873
2,2022-09-25 06:20:42,0.2810726090329528,1.2645828115271363,4052.1046170968248,0.5179654689687315,1.2126080483523323,0.305126229033414
3,2022-09-25 06:20:56,0.27952438281148984,1.232241437942771,4239.968992842509,0.5214444444444474,1.1974666666666667,0.3050540701070603
4,2022-09-25 06:21:10,0.2797376773115002,1.2124572094302417,4108.095608981567,0.511777777777779,1.1649555555555555,0.30576436919844685
5,2022-09-25 06:21:24,0.28087898551684126,1.1374464317672544,1752.1411066536316,0.5101451207858259,1.1566326643998488,0.3065934605359396
6,2022-09-25 06:21:38,0.18582017418509167,1.0730886627945901,1464.871513738155,0.5010000000000091,1.1443333333333332,0.3065890426424893
7,2022-09-25 06:21:52,0.27452308188994506,1.1397788213158135,3003.525105720116,0.5032885965691988,1.1526975379966222,0.3068806236102044
8,2022-09-25 06:22:06,0.27394970253349266,1.2385535900104054,4255.988411969473,0.5015555555555571,1.1679111111111111,0.30725810806167375
9,2022-09-25 06:22:20,0.22174179738139438,1.2613683693630946,2048.0863337260257,0.5169999999999856,1.2029555555555556,0.3083601270389805
10,2022-09-25 06:22:34,0.27493171837992353,1.1121129285338027,1968.158936087515,0.49526624588852064,1.0885189794648413,0.3088215514660043
11,2022-09-25 06:22:48,0.26333325659973844,0.9582345094464897,2069.1974970701904,0.4833333333333407,0.9710222222222221,0.30583063760020024
12,2022-09-25 06:23:02,0.2606486339854526,0.8438653064709682,5636.306635956872,0.4582222222222298,0.8482888888888888,0.305786458665698
