,timestamp,ctn_cpu,ctn_network,ctn_memory,node_cpu,node_network,node_memory
0,2022-09-28 20:57:06,0.007739240028246161,4.366044461329215e-05,0.08764872036292048,0.15122222222222403,0.1512,0.199179546890363
1,2022-09-28 20:57:20,0.007112860078359183,4.526385485490388e-05,0.0,0.1513400595582018,0.15496244277523444,0.19909462503565
2,2022-09-28 20:57:34,0.008202639271680764,2.3039999999999986e-05,0.07556219676425553,0.14666666666666497,0.15386666666666668,0.19884918614919644
3,2022-09-28 20:57:48,0.008421638504255036,4.759555507958159e-05,0.1476994086254147,0.14866666666665818,0.1543111111111111,0.19894441643714045
4,2022-09-28 20:58:02,0.008561949748743709,4.861808711206758e-05,0.19058254234133631,0.14622222222220324,0.1542666666666667,0.19920801780119157
5,2022-09-28 20:58:16,0.008299543492881896,2.8874013970394386e-05,0.1147853379665957,0.14466023732275807,0.14750455535309545,0.19870388632841585
6,2022-09-28 20:58:30,0.008064498026627367,4.753225445709647e-05,0.0,0.14133333333334405,0.14780000000000001,0.19883838683819244
7,2022-09-28 20:58:44,0.007868231972932953,4.565971366788413e-05,2.814971452738422,0.14333333333335224,0.1457111111111111,0.19892036342626795
8,2022-09-28 20:58:58,0.007967995912242608,1.296e-05,4.132877988202422,0.14933997066537386,0.1492288546157607,0.1990583000804549
9,2022-09-28 20:59:12,0.007830508475987154,4.4954973905920506e-05,4.432039508365008,0.15666666666666362,0.15691111111111108,0.19942449489904357
10,2022-09-28 20:59:26,0.006525115502834216,4.4732170727811274e-05,0.0,0.15799999999998807,0.18277777777777776,0.19918445566809206
11,2022-09-28 20:59:40,0.008268885210354586,3.2368278520379875e-05,2.197523136763983,0.1527777777777808,0.18273333333333333,0.19882807840496142
12,2022-09-28 20:59:54,0.005655120796450968,4.80339005805905e-05,2.441758291109248,0.14077777777778633,0.17024444444444445,0.19916040265721957
