,timestamp,front-end_carts,orders_carts,front-end_catalogue,front-end_orders,orders_payment,orders_shipping,front-end_user,orders_user,carts_carts-db,catalogue_catalogue-db,fanout-1_fanout-1-db,fanout-2_fanout-2-db,fanout-3_fanout-3-db,fanout-4_fanout-4-db,fanout-5_fanout-5-db,orders_orders-db,queue-master_rabbitmq,shipping_rabbitmq,front-end_session-db,user_user-db
0,2022-09-28 09:34:51,34696.26168224299,20071.428571428572,18139.204545454548,71071.42857142857,3232.5581395348836,4424.657534246576,28571.428571428576,21612.903225806447,54.913,66.33386666666667,0.04306666666666667,0.06459999999999999,0.08613333333333334,0.08613333333333334,0.06459999999999999,0.5265333333333333,2.0033324446814182,0.0,6.4076,75.53400066733401
1,2022-09-28 09:35:05,34696.26168224299,17100.0,18139.204545454548,71071.42857142857,3470.5882352941176,4139.53488372093,28571.428571428576,19290.12345679012,58.19020217304359,62.24366666666667,0.06457991159681038,0.06459999999999999,0.0646,0.0646,0.06459999999999999,0.5239,2.190116475741616,0.0002666666666666667,6.4076,76.20791033300083
2,2022-09-28 09:35:19,31925.675675675673,20031.25,18100.0,61071.42857142859,3396.694214876033,3823.5294117647054,22692.307692307695,21320.093457943927,56.886369391088046,62.423125641538356,0.07175099324019162,0.06459999999999999,0.07177777777777779,0.07176629792527434,0.06459999999999999,0.5394444444444444,2.234433206049966,0.00017777777777777779,6.298305796618454,75.09693188255163
3,2022-09-28 09:35:33,32939.91416309013,19962.68656716418,19447.513812154695,67857.14285714284,3880.7339449541287,4645.569620253164,26470.588235294115,23444.700460829496,55.641310376649365,62.01836742806085,0.06458493838709028,0.06459999999999999,0.0646,0.06459354387470857,0.06459999999999999,0.5699166666666666,2.198958237870808,0.00013333333333333334,6.367924853231661,74.8463196475214
4,2022-09-28 09:35:47,35072.81553398058,19962.68656716418,18820.754716981133,78000.0,3880.7339449541287,4645.569620253164,24203.767123287667,23444.700460829496,57.86599496798616,61.44695803047803,0.06889461737633891,0.06459999999999999,0.06890666666666667,0.06890494778897135,0.06459999999999999,0.5882,2.241513256963313,0.00010666666666666667,6.316393215918662,74.86891804459128
5,2022-09-28 09:36:01,35505.31914893616,28278.688524590158,19230.769230769234,71518.98734177214,3481.4814814814813,4363.636363636363,28768.38235294118,21269.84126984127,57.92695732289741,61.7688148876573,0.06458995892472687,0.06459999999999999,0.0645928293928294,0.06459856760192058,0.06459999999999999,0.5905888888888889,2.234416603024983,0.00017777777777777779,6.274394346598885,74.88398364263789
6,2022-09-28 09:36:15,29529.81651376147,18945.783132530123,19038.46153846154,64156.6265060241,3440.944881889764,4010.5263157894733,24667.235494880548,20176.348547717844,58.66880379834351,62.24295896364605,0.06766758384024207,0.06459999999999999,0.06768236132045656,0.061522581754027174,0.06459999999999999,0.5761142857142857,2.224280897830938,0.0001523809523809524,6.309206512783157,75.14684312226105
7,2022-09-28 09:36:29,37213.30275229357,30499.999999999993,22062.93706293706,72348.48484848485,3252.1008403361343,4050.847457627119,27542.372881355932,21731.843575418996,60.3240131489072,62.15563075985696,0.06458995814314644,0.06459999999999999,0.06460539948873283,0.06459892570144043,0.06459999999999999,0.5704166666666667,2.108040879589539,0.00013333333333333334,6.331341255649822,75.59941273197842
8,2022-09-28 09:36:43,36585.365853658535,23038.461538461535,20941.176470588238,70000.0,3556.521739130435,4125.0,30772.727272727272,22288.7323943662,61.14007344429984,62.06548660135434,0.06698813475563824,0.06459999999999999,0.06699739213813288,0.062206452475354466,0.06459999999999999,0.5453872166068101,2.0176319765128956,0.00011851851851851852,6.327192227244287,74.67125588024551
9,2022-09-28 09:36:57,33402.777777777774,22500.0,20565.693430656935,75403.22580645162,3695.6521739130435,4380.281690140845,25716.560509554143,21983.695652173916,60.79495024865001,61.617691274552236,0.06459598794674108,0.06459999999999999,0.06460431959098625,0.06459914056115235,0.06459999999999999,0.5355167176870427,2.002056366355773,0.00010666666666666667,6.312593004519858,74.8266429622663
10,2022-09-28 09:37:11,119889.50276243093,50000.0,16755.725190839694,125000.0,3638.297872340426,4687.5,22809.734513274336,19301.67597765363,61.95390681359047,60.673767825350524,0.06655392843643128,0.06459999999999999,0.06656150265847237,0.06264164293438092,0.06459999999999999,0.5320394403215539,2.0264440358518687,0.0001454610109630779,6.280175458654416,74.28566935963603
11,2022-09-28 09:37:25,213505.7471264368,172727.2727272727,11019.417475728156,180136.98630136985,3278.481012658228,4461.538461538462,18200.0,15802.919708029196,63.8763034680135,59.61563717323798,0.06459665662228424,0.06459999999999999,0.06460359965915523,0.06459928380096029,0.06459999999999999,0.5242472647392022,1.9876181439753244,0.00013333926004948808,6.175499725988771,72.75207469077748
12,2022-09-28 09:37:39,221613.5458167331,191176.4705882353,10409.090909090908,203125.0,3212.7659574468084,4481.481481481481,18810.975609756097,17215.18987341772,66.38544235690237,58.08583161768241,0.06818554551117313,0.06459999999999999,0.06101471077026632,0.06101039491207141,0.0645978475276556,0.5131417091836467,1.953673773585206,0.00013333926004948808,6.048594170433215,70.99959685738854
