carts-db,"('carts', 0.64971003546875)","('front-end', 0.175144982265625)","('orders', 0.175144982265625)","('carts-db', 0.0)"

carts,"('carts', 0.5840028898947829)","('front-end', 0.44509937701032726)","('carts-db', 0.0)","('orders-db', 0.0)","('user', 0.0)","('payment', 0.0)","('shipping', 0.0)","('orders', -0.029102266905110252)"

carts-db,"('carts', 0.64971003546875)","('front-end', 0.175144982265625)","('orders', 0.175144982265625)","('carts-db', 0.0)"

carts,"('carts', 0.64971003546875)","('front-end', 0.175144982265625)","('orders', 0.175144982265625)","('carts-db', 0.0)"

catalogue-db,"('front-end', 0.5386290038964844)","('catalogue', 0.4613709961035156)","('catalogue-db', 0.0)"

catalogue,"('front-end', 0.5386290038964844)","('catalogue', 0.4613709961035156)","('catalogue-db', 0.0)"

front-end

orders-db

orders,"('payment', 0.46685664370606555)","('orders', 0.3322083333333333)","('shipping', 0.20093502296060117)","('rabbitmq', 0.0)"

