,source,destination
0,shipping,rabbitmq
1,front-end,session-db
2,carts,carts-db
3,catalogue,catalogue-db
4,orders,orders-db
5,user,user-db
6,queue-master,rabbitmq
7,front-end,carts
8,orders,carts
9,front-end,catalogue
10,front-end,orders
11,orders,payment
12,orders,shipping
13,front-end,user
14,orders,user
15,session-db,home-cluster-node2
16,user,home-cluster-node1
17,carts,home-cluster-node2
18,carts-db,home-cluster-node1
19,payment,home-cluster-node2
20,orders,home-cluster-node2
21,orders-db,home-cluster-node1
22,user-db,home-cluster-node2
23,catalogue,home-cluster-node3
24,catalogue-db,home-cluster-node1
25,front-end,home-cluster-node3
26,rabbitmq,home-cluster-node1
27,shipping,home-cluster-node3
28,queue-master,home-cluster-node3
