front-end_catalogue,front-end_user,orders_shipping,orders_user
"('orders', 0.3611584665616809)","('front-end', 0.2720915334383191)","('shipping', 0.19415593034823395)","('user', 0.08917461756603104)","('catalogue', 0.08341945208573504)","('user-db', 0.0)","('home-cluster-node1', 0.0)","('rabbitmq', 0.0)","('home-cluster-node3', 0.0)","('catalogue-db', 0.0)"
"('orders', 0.3611584665616809)","('front-end', 0.2720915334383191)","('shipping', 0.19415593034823395)","('user', 0.08917461756603104)","('catalogue', 0.08341945208573504)","('user-db', 0.0)","('rabbitmq', 0.0)","('catalogue-db', 0.0)"
