orders_payment,orders_shipping
"('payment', 0.40094618561918505)","('orders', 0.3322083333333333)","('shipping', 0.26684548104748157)","('home-cluster-node2', 0.0)","('rabbitmq', 0.0)","('home-cluster-node3', 0.0)"
"('payment', 0.40094618561918505)","('orders', 0.3322083333333333)","('shipping', 0.26684548104748157)","('rabbitmq', 0.0)"
