front-end_carts,front-end_catalogue,front-end_orders,front-end_user,orders_carts,orders_payment,orders_shipping,orders_user
"('orders', 0.2635591435540242)","('front-end', 0.17)","('payment', 0.14462065475162422)","('user', 0.12210138030306797)","('carts', 0.10714718659924534)","('catalogue', 0.09934481423826602)","('shipping', 0.09322682055377224)","('carts-db', 0.0)","('home-cluster-node2', 0.0)","('user-db', 0.0)","('home-cluster-node1', 0.0)","('catalogue-db', 0.0)","('home-cluster-node3', 0.0)","('orders-db', 0.0)","('rabbitmq', 0.0)"
"('orders', 0.2635591435540242)","('front-end', 0.17)","('payment', 0.14462065475162422)","('user', 0.12210138030306797)","('carts', 0.10714718659924534)","('catalogue', 0.09934481423826602)","('shipping', 0.09322682055377224)","('carts-db', 0.0)","('user-db', 0.0)","('catalogue-db', 0.0)","('orders-db', 0.0)","('rabbitmq', 0.0)"
