,timestamp,gateway_fanout-1,gateway_fanout-10,gateway_fanout-2,gateway_fanout-3,gateway_fanout-4,gateway_fanout-5,gateway_fanout-6,gateway_fanout-7,gateway_fanout-8,gateway_fanout-9,fanout-1_fanout-db,fanout-10_fanout-db,fanout-2_fanout-db,fanout-3_fanout-db,fanout-4_fanout-db,fanout-5_fanout-db,fanout-6_fanout-db,fanout-7_fanout-db,fanout-8_fanout-db,fanout-9_fanout-db
0,2022-09-29 01:06:49,3181.818181818182,3146.341463414634,3045.4545454545455,3170.2127659574467,3439.0243902439024,3410.25641025641,3279.0697674418607,3260.869565217391,3243.9024390243903,3040.8163265306125,0.6269333333333332,0.5768666666666666,0.6165333333333333,0.5734666666666667,0.5734666666666667,0.6165333333333333,0.5734666666666667,0.6165333333333333,0.6165333333333333,0.6165333333333333
1,2022-09-29 01:07:03,3279.0697674418607,3212.7659574468084,3122.448979591837,3142.8571428571427,3300.0000000000005,3040.0,3130.4347826086955,3139.5348837209303,3255.31914893617,3190.476190476191,0.5793999999999999,0.5774666666666667,0.5793999999999999,0.5794,0.5794,0.5793999999999999,0.5794,0.5793999999999999,0.5793999999999999,0.5742
2,2022-09-29 01:07:17,3170.2127659574467,3166.6666666666665,3170.2127659574467,3000.0,3170.2127659574467,3081.6326530612246,3177.7777777777774,3400.0000000000005,3439.0243902439024,3122.448979591837,0.5813777777777778,0.5702888888888888,0.5813777777777778,0.5670222222222222,0.5670222222222222,0.5813777777777778,0.5670222222222222,0.5813777777777778,0.5813777777777778,0.5813777777777778
3,2022-09-29 01:07:31,3333.3333333333335,3041.6666666666665,3227.2727272727275,3163.265306122449,3272.727272727273,3133.3333333333335,3085.1063829787236,3130.4347826086955,3085.1063829787236,3085.1063829787236,0.582,0.5853166666666667,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582
4,2022-09-29 01:07:45,3127.659574468085,3041.6666666666665,3170.2127659574467,3136.363636363636,3372.093023255814,3163.265306122449,3125.0,3212.7659574468084,3311.1111111111113,3078.4313725490197,0.5847466666666666,0.57944,0.5847466666666666,0.5761333333333333,0.5761333333333333,0.5847466666666666,0.5761333333333333,0.5847466666666666,0.5847466666666666,0.5847466666666666
5,2022-09-29 01:07:59,3127.659574468085,3380.952380952381,3170.2127659574467,3153.846153846154,3304.347826086956,3232.5581395348836,3208.333333333333,3212.7659574468084,3311.1111111111113,3170.2127659574467,0.5898,0.5931666666666666,0.5898,0.5898,0.5898,0.5898,0.5898,0.5898,0.5898,0.5898
6,2022-09-29 01:08:13,3170.2127659574467,3372.093023255814,3125.0,3090.9090909090914,3315.7894736842104,3232.5581395348836,3097.560975609756,3093.0232558139537,3227.2727272727275,3093.0232558139537,0.5861904761904763,0.5833619047619047,0.5861904761904763,0.5800380952380954,0.5800380952380954,0.5861904761904763,0.5800380952380954,0.5861904761904763,0.5861904761904763,0.5861904761904763
7,2022-09-29 01:08:27,3300.0000000000005,3139.5348837209303,3243.9024390243903,3139.5348837209303,3307.6923076923076,3238.095238095238,3279.0697674418607,3186.046511627907,3186.046511627907,3044.444444444445,0.5781000000000001,0.5813916666666666,0.5781000000000001,0.5781000000000001,0.5781000000000001,0.5781000000000001,0.5781000000000001,0.5781000000000001,0.5781000000000001,0.5781000000000001
8,2022-09-29 01:08:41,3300.0000000000005,3139.5348837209303,3358.974358974359,3081.6326530612246,3291.6666666666665,3090.9090909090914,3255.31914893617,3186.046511627907,3139.5348837209303,3037.735849056604,0.5718074074074074,0.5798592592592592,0.5718074074074074,0.5765925925925927,0.5765925925925927,0.5718074074074074,0.5765925925925927,0.5718074074074074,0.5718074074074074,0.5718074074074074
9,2022-09-29 01:08:55,3374.9999999999995,3113.2075471698113,3244.8979591836733,3119.9999999999995,3291.6666666666665,3111.1111111111113,3255.31914893617,3255.31914893617,3285.714285714286,3000.0,0.57628,0.5785133333333333,0.57628,0.57628,0.57628,0.57628,0.57524,0.57524,0.57524,0.57524
10,2022-09-29 01:09:09,3333.3333333333335,4840.0,3181.818181818182,3090.9090909090914,3122.448979591837,3136.3636363636365,3217.3913043478256,3038.461538461538,3043.478260869565,3200.0,0.576969696969697,0.5841818181818182,0.576969696969697,0.5808848484848484,0.5808848484848484,0.576969696969697,0.5808848484848486,0.576969696969697,0.576969696969697,0.576969696969697
11,2022-09-29 01:09:23,3555.5555555555557,37790.6976744186,3571.428571428571,3390.243902439024,3540.5405405405404,3186.046511627907,3368.421052631579,3315.7894736842104,3400.0000000000005,3200.0,0.5776666666666667,0.5809555555555556,0.5776666666666667,0.5776666666666667,0.5776666666666667,0.5776666666666667,0.5776666666666667,0.5776666666666667,0.5776666666666667,0.5776666666666667
12,2022-09-29 01:09:37,3266.6666666666665,37500.0,3260.869565217391,3042.553191489362,3279.0697674418607,3000.0,3260.869565217391,3125.0,3085.1063829787236,3040.0,0.5688777777777778,0.5793111111111111,0.5697444444444445,0.5769222222222222,0.5769222222222222,0.5697444444444445,0.5769222222222222,0.5697444444444445,0.5697444444444445,0.5697444444444445
