,timestamp,gateway_fanout-1,gateway_fanout-10,gateway_fanout-2,gateway_fanout-3,gateway_fanout-4,gateway_fanout-5,gateway_fanout-6,gateway_fanout-7,gateway_fanout-8,gateway_fanout-9,fanout-1_fanout-1-db,fanout-10_fanout-10-db,fanout-2_fanout-2-db,fanout-3_fanout-3-db,fanout-4_fanout-4-db,fanout-5_fanout-5-db,fanout-6_fanout-6-db,fanout-7_fanout-7-db,fanout-8_fanout-8-db,fanout-9_fanout-9-db
0,2022-09-28 23:55:54,3400.0000000000005,3526.3157894736846,3461.5384615384614,3173.9130434782605,3380.952380952381,3410.25641025641,3390.243902439024,3217.3913043478256,3333.3333333333335,3285.7142857142862,0.5390666666666667,0.5630666666666667,0.5296000000000001,0.5614666666666667,0.5184,0.5614666666666667,0.5821333333333333,0.5408,0.5201333333333333,0.5287333333333334
1,2022-09-28 23:56:08,3333.3333333333335,3232.5581395348836,3400.0000000000005,3040.8163265306125,3127.659574468085,3170.2127659574467,3380.952380952381,3088.888888888889,3173.9130434782605,3173.9130434782605,0.5709333333333333,0.5846,0.5606,0.5554333333333333,0.5657666666666666,0.5606,0.5821333333333333,0.5554333333333333,0.5606,0.5606
2,2022-09-28 23:56:22,3173.9130434782605,3227.2727272727275,3173.9130434782605,3130.4347826086955,3130.4347826086955,3127.659574468085,3173.9130434782605,3127.659574468085,3041.6666666666665,3130.4347826086955,0.5706444444444445,0.5774222222222223,0.5640444444444445,0.5712222222222222,0.5568666666666666,0.5712222222222222,0.5746666666666665,0.5643333333333334,0.5746666666666668,0.5603111111111111
3,2022-09-28 23:56:36,3041.6666666666665,3125.0,3380.952380952381,3325.5813953488373,3127.659574468085,3232.5581395348836,3285.714285714286,3372.093023255814,3222.222222222222,3130.4347826086955,0.5735166666666667,0.5742,0.56835,0.56835,0.5524166666666667,0.5631833333333334,0.5817,0.5709333333333333,0.5631833333333334,0.56835
4,2022-09-28 23:56:50,3139.5348837209303,3190.476190476191,3139.5348837209303,3190.476190476191,3090.9090909090914,3000.0,3000.0,3095.2380952380954,3243.9024390243903,3136.3636363636365,0.5666266666666667,0.5678133333333333,0.5606,0.5669733333333333,0.5624933333333333,0.5649066666666667,0.5773066666666666,0.5649066666666667,0.5669733333333333,0.5731733333333333
5,2022-09-28 23:57:04,3307.6923076923076,3307.6923076923076,3250.0,3190.476190476191,3200.0,3388.8888888888887,3000.0,3142.8571428571427,3136.3636363636365,3181.818181818182,0.5657666666666666,0.5635555555555556,0.5588777777777778,0.5640444444444445,0.5551444444444444,0.5537111111111112,0.5729444444444444,0.5657666666666666,0.5554333333333333,0.565743173672206
6,2022-09-28 23:57:18,3243.9024390243903,3300.0000000000005,3421.052631578948,3256.4102564102564,3594.5945945945946,3133.3333333333335,3142.8571428571427,3133.3333333333335,3190.476190476191,3315.7894736842104,0.5575238095238095,0.5622095238095238,0.5576476190476191,0.5592476190476191,0.5589999999999999,0.5562952380952381,0.5607238095238095,0.5592476190476191,0.5577714285714286,0.5636770547796593
7,2022-09-28 23:57:32,3195.1219512195125,3368.421052631579,3368.421052631579,3133.3333333333335,3594.5945945945946,3238.095238095238,3133.3333333333335,3195.1219512195125,3250.0,3195.1219512195125,0.558002632806772,0.5558166666666666,0.5554333333333333,0.55285,0.5513416666666666,0.5582333333333334,0.5634,0.556725,0.5541416666666666,0.5567257562655352
8,2022-09-28 23:57:46,3195.1219512195125,3083.3333333333335,3173.9130434782605,3139.5348837209303,3300.0000000000005,3333.3333333333335,3526.3157894736846,3195.1219512195125,3173.9130434782605,3222.222222222222,0.5583750509157428,0.5625629629629629,0.5560074074074074,0.5595481481481481,0.5536148148148148,0.5572518518518518,0.5595481481481481,0.5595481481481481,0.552562962962963,0.5584006722360314
9,2022-09-28 23:58:00,3439.0243902439024,3333.3333333333335,3173.9130434782605,3487.8048780487807,3266.6666666666665,3083.3333333333335,3177.7777777777774,3173.9130434782605,3173.9130434782605,3086.9565217391305,0.557488536022208,0.5594933333333334,0.5585333333333333,0.5649066666666667,0.5511266666666667,0.5607733333333333,0.5628202576918805,0.5595666666666667,0.5564666666666667,0.5585339383457615
10,2022-09-28 23:58:14,3390.243902439024,37500.0,3390.243902439024,3232.5581395348836,3400.0000000000005,3250.0,3350.0,3217.3913043478256,3222.222222222222,3285.7142857142862,0.5616077600201892,0.5627878787878788,0.5601878787878788,0.5625575757575757,0.5567636363636363,0.5569212121212122,0.5625565954766588,0.5587799668011584,0.5559030303030302,0.5616187318294802
11,2022-09-28 23:58:28,3307.6923076923076,37500.0,3571.428571428571,3529.4117647058824,3263.157894736842,3088.888888888889,3315.7894736842104,3243.9024390243903,3432.4324324324325,3300.0000000000005,0.557146002240729,0.5576111111111112,0.5585,0.5672555555555555,0.5552888888888888,0.5573,0.5633268791869371,0.5554322564824944,0.5545722222222222,0.556294948621468
12,2022-09-28 23:58:42,3133.3333333333335,37500.0,3461.538461538462,3133.3333333333335,3341.4634146341464,3088.888888888889,3217.3913043478256,3150.0000000000005,3190.476190476191,3333.3333333333335,0.5590126689073956,0.5612,0.5593611111111111,0.5636666666666666,0.5580166666666667,0.5545722222222221,0.5562935458536039,0.5588767009269388,0.5562222222222222,0.561606059732579
