fanout-1,"('gateway', 0.5386290038964844)","('fanout-1', 0.4613709961035156)","('fanout-db', 0.0)"

fanout-2,"('gateway', 0.5386290038964844)","('fanout-2', 0.4613709961035156)","('fanout-db', 0.0)"

fanout-3,"('gateway', 0.5386290038964844)","('fanout-3', 0.4613709961035156)","('fanout-db', 0.0)"

fanout-4,"('gateway', 0.5386290038964844)","('fanout-4', 0.4613709961035156)","('fanout-db', 0.0)"

fanout-5,"('gateway', 0.5386290038964844)","('fanout-5', 0.4613709961035156)","('fanout-db', 0.0)"

fanout-db,"('gateway', 0.425)","('fanout-5', 0.13007908466151633)","('fanout-3', 0.12129094285326236)","('fanout-4', 0.11684275961393327)","('fanout-1', 0.11356690084721738)","('fanout-2', 0.09322031202407072)","('fanout-db', 0.0)"

gateway

