orders_payment,orders_shipping
"('payment', 0.37796771957985276)","('orders', 0.3322083333333333)","('shipping', 0.2898239470868139)","('rabbitmq', 0.0)","('home-cluster-node3', 0.0)","('home-cluster-node2', 0.0)"
"('payment', 0.37796771957985276)","('orders', 0.3322083333333333)","('shipping', 0.2898239470868139)","('rabbitmq', 0.0)"
