,timestamp,gateway_chain-1,chain-9_chain-10,chain-1_chain-2,chain-2_chain-3,chain-3_chain-4,chain-4_chain-5,chain-5_chain-6,chain-6_chain-7,chain-7_chain-8,chain-8_chain-9,chain-1_chain-1-db,chain-10_chain-10-db,chain-2_chain-2-db,chain-3_chain-3-db,chain-4_chain-4-db,chain-5_chain-5-db,chain-6_chain-6-db,chain-7_chain-7-db,chain-8_chain-8-db,chain-9_chain-9-db
0,2022-09-28 17:50:51,71052.63157894737,5000.0,72500.0,62500.0,47000.0,39583.333333333336,33088.23529411764,29166.666666666664,17978.72340425532,15955.882352941178,0.5789333333333333,0.6441333333333333,0.5575115023004601,0.5789333333333333,0.5666666666666667,0.5779333333333333,0.5575115023004601,0.6087333333333333,0.5676666666666667,0.619
1,2022-09-28 17:51:05,73750.0,6818.181818181818,72500.0,62500.0,47000.0,38815.78947368421,37500.0,31896.551724137928,18437.5,13103.44827586207,0.5789333333333333,0.5916,0.55745575115023,0.5789333333333333,0.5779333333333334,0.5676666666666667,0.5728557511502301,0.5779333333333334,0.5625333333333333,0.5728
2,2022-09-28 17:51:19,75000.0,5119.047619047619,66666.66666666667,48437.5,45689.6551724138,38782.05128205128,35080.64516129032,21896.55172413793,17989.130434782608,13103.44827586207,0.5611555555555555,0.5778222222222222,0.5540149452112645,0.5748444444444444,0.5639111111111111,0.5710888888888889,0.5677038341001533,0.5676666666666667,0.5608222222222222,0.567617133208922
3,2022-09-28 17:51:33,75000.0,6083.333333333333,67142.85714285714,61718.75,46120.68965517241,38392.85714285714,35670.73170731707,28571.428571428572,18918.91891891892,15514.705882352942,0.5707333333333333,0.5709333333333333,0.557427875575115,0.5784333333333334,0.5651,0.5728,0.5599945422417817,0.5676666666666667,0.5599666666666667,0.5676673711123463
4,2022-09-28 17:51:47,75625.0,5652.173913043479,72560.9756097561,63636.36363636364,48000.0,39062.5,35526.31578947369,28240.74074074074,18522.727272727272,14687.5,0.56376,0.575050892769853,0.5594756337934254,0.56376,0.5633600000000001,0.5635600000000001,0.5594756337934254,0.5676666666666667,0.5614915309069902,0.5656138968898772
5,2022-09-28 17:52:01,72368.42105263157,5192.307692307692,65625.0,61666.66666666667,47500.0,39930.555555555555,35156.25,28500.0,18625.0,13879.310344827587,0.5628666666666667,0.5674875144331607,0.5625519170500767,0.5662888888888888,0.5572333333333334,0.5625333333333333,0.5755408059389656,0.5608222222222222,0.5591106581179178,0.569378247408231
6,2022-09-28 17:52:15,79487.17948717948,5108.695652173912,71710.52631578948,67241.37931034483,45454.545454545456,39930.555555555555,34848.48484848484,26630.4347826087,18138.297872340423,13000.0,0.5619428571428572,0.5709321552284236,0.5574159289000657,0.5692761904761905,0.5528571428571428,0.5720666666666666,0.5714825955667324,0.5662,0.5647329450534534,0.563267069207055
7,2022-09-28 17:52:29,79487.17948717948,6388.88888888889,72916.66666666667,61666.66666666667,53409.09090909091,40312.5,35661.76470588236,25543.478260869564,19473.684210526317,15227.272727272726,0.56535,0.5735156358248705,0.5625472711208909,0.5692,0.5598416666666667,0.5663833333333333,0.5658722711208909,0.5651,0.5625329935884384,0.5651003522228398
8,2022-09-28 17:52:43,77027.02702702703,6093.75,69512.19512195123,66216.21621621623,43939.393939393936,40540.54054054054,35937.5,30000.0,18315.217391304344,13409.09090909091,0.5609333333333333,0.5709324170295146,0.56425683358894,0.5632148148148148,0.5538666666666666,0.561962962962963,0.5706346113667178,0.566525925925926,0.56082192022676,0.5642447575314132
9,2022-09-28 17:52:57,72282.60869565218,5625.000000000001,66666.66666666666,57407.40740740741,44318.181818181816,38109.756097560974,35256.41025641026,30000.0,18023.25581395349,14285.714285714286,0.5678666666666666,0.5729991753265631,0.563571150230046,0.5709466666666667,0.5562733333333334,0.5686933333333333,0.5744444835633794,0.56664,0.5635597282040841,0.566640281778272
10,2022-09-28 17:53:11,76923.07692307694,6571.428571428572,86764.70588235294,61666.66666666667,46296.2962962963,39204.545454545456,35897.4358974359,24400.0,18625.0,15000.0,0.5658909090909091,0.5737507654483907,0.5663616517242842,0.5668242424242425,0.5601090909090909,0.5658,0.5728949850576176,0.5658,0.5629997529128037,0.5648669228287321
11,2022-09-28 17:53:25,116666.66666666669,6328.125,91071.42857142857,63970.58823529412,51000.0,40808.82352941177,35937.5,28879.310344827587,18812.5,14928.57142857143,0.5660843414157563,0.5726548683276915,0.5656148474139272,0.5686888888888889,0.5607388888888889,0.566811111111111,0.5724592918583716,0.566811111111111,0.5642442179478478,0.5668113459263376
12,2022-09-28 17:53:39,130468.75,6034.48275862069,88194.44444444445,63970.58823529412,50961.53846153846,40705.1282051282,36666.666666666664,32352.941176470587,18315.217391304348,14662.162162162162,0.5633874461217433,0.5648326461054692,0.5656055555555556,0.5676666666666667,0.5608222222222222,0.566804690485713,0.5758722222222222,0.5642444444444444,0.5642442179478478,0.5633891237041154
