,timestamp,gateway_chain-1,chain-1_chain-2,chain-2_chain-3,chain-3_chain-4,chain-4_chain-5,chain-1_chain-1-db,chain-2_chain-2-db,chain-3_chain-3-db,chain-4_chain-4-db,chain-5_chain-5-db
0,2022-09-28 17:03:31,36858.97435897437,28125.000000000004,17826.08695652174,12678.571428571431,3181.818181818182,0.5859333333333333,0.5757333333333333,0.5757333333333333,0.5337999999999999,0.5644
1,2022-09-28 17:03:45,37162.16216216216,30000.0,17307.692307692305,14714.285714285716,3390.243902439024,0.5797,0.5542,0.5695,0.554142551489702,0.5593
2,2022-09-28 17:03:59,33333.33333333333,22421.875,17500.0,12109.375,3117.6470588235293,0.5953777777777778,0.5817777777777777,0.5851777777777777,0.5746027358667761,0.561
3,2022-09-28 17:04:13,35472.972972972966,23557.692307692305,17812.5,9895.833333333332,3043.478260869565,0.5669500000000001,0.5694999999999999,0.5797,0.5641187185667487,0.5746
4,2022-09-28 17:04:27,36458.333333333336,26136.363636363636,18269.23076923077,13000.0,3093.0232558139537,0.5498933333333333,0.5646266666666666,0.56032,0.5542016415200657,0.56848
5,2022-09-28 17:04:41,36824.32432432432,21612.90322580645,17833.333333333336,13863.636363636364,3139.5348837209303,0.5507260147437606,0.5559,0.5593,0.5506124790444992,0.561
6,2022-09-28 17:04:55,36011.904761904756,28000.0,17670.454545454548,13250.0,3136.3636363636365,0.5467487233012782,0.5543619047619047,0.5571142857142857,0.5527440296571897,0.5571142857142857
7,2022-09-28 17:05:09,36944.444444444445,27155.1724137931,17500.0,14583.333333333332,3304.347826086956,0.5529217995552851,0.560575,0.5593,0.5540452804324778,0.555475
8,2022-09-28 17:05:23,35526.31578947369,27717.391304347828,18315.217391304344,12750.0,3133.3333333333335,0.5552045625676608,0.5654074074074074,0.561,0.5598685408575564,0.561
9,2022-09-28 17:05:37,38175.67567567568,24134.615384615387,18571.428571428572,13173.076923076924,3083.333333333333,0.5552174396442281,0.5664399999999999,0.5613400000000001,0.5561283534384674,0.56032
10,2022-09-28 17:05:51,37209.3023255814,33680.555555555555,18231.707317073175,14928.57142857143,3083.333333333333,0.5540946421008134,0.5652242424242424,0.5606909090909091,0.5530682000955764,0.5616181818181819
11,2022-09-28 17:06:05,37171.05263157895,28804.347826086956,18197.67441860465,14112.903225806453,3368.4210526315787,0.5541608737420703,0.56355,0.55675,0.5541069611987229,0.55845
12,2022-09-28 17:06:19,35937.5,28804.347826086956,18011.363636363636,10978.260869565218,3195.1219512195125,0.5497575243959267,0.5565611111111112,0.5532555555555556,0.5523125167542784,0.55505
