front-end_carts,front-end_user,orders_payment
"('payment', 0.35915239947188593)","('front-end', 0.3118569162898093)","('orders', 0.2973097503768573)","('carts', 0.019109452017871315)","('user', 0.012571481843576055)","('home-cluster-node2', 0.0)","('carts-db', 0.0)","('user-db', 0.0)","('home-cluster-node1', 0.0)"
"('payment', 0.35915239947188593)","('front-end', 0.3118569162898093)","('orders', 0.2973097503768573)","('carts', 0.019109452017871315)","('user', 0.012571481843576055)","('carts-db', 0.0)","('user-db', 0.0)"
