carts-db,"('carts', 0.5503912331905182)","('front-end', 0.45750793765379033)","('orders-db', 0.0)","('payment', 0.0)","('shipping', 0.0)","('user', 0.0)","('carts-db', 0.0)","('orders', -0.007899170844308412)"

carts,"('front-end', 0.5469051104240072)","('carts', 0.319481315554368)","('orders', 0.13361357402162471)","('carts-db', 0.0)","('orders-db', 0.0)","('payment', 0.0)","('shipping', 0.0)","('user', 0.0)"

catalogue-db,"('front-end', 0.5386290038964844)","('catalogue', 0.4613709961035156)","('catalogue-db', 0.0)"

catalogue,"('front-end', 0.5386290038964844)","('catalogue', 0.4613709961035156)","('catalogue-db', 0.0)"

front-end

orders-db

orders,"('payment', 0.5250306122152295)","('orders', 0.3322083333333333)","('shipping', 0.14276105445143708)","('rabbitmq', 0.0)"

payment,"('payment', 0.6069664236979166)","('orders', 0.39303357630208335)"

queue-master

rabbitmq

session-db

shipping,"('orders', 0.5386290038964844)","('shipping', 0.4613709961035156)","('rabbitmq', 0.0)"

user-db,"('user', 0.64971003546875)","('orders', 0.175144982265625)","('front-end', 0.175144982265625)","('user-db', 0.0)"

user,"('user', 0.64971003546875)","('front-end', 0.175144982265625)","('orders', 0.175144982265625)","('user-db', 0.0)"

