carts-db,"('orders', 0.7994816150408819)","('carts', 0.11077191395545988)","('user', 0.05726146205947236)","('front-end', 0.03248500894418589)","('carts-db', 0.0)","('user-db', 0.0)","('orders-db', 0.0)","('payment', 0.0)","('shipping', 0.0)"

carts,"('front-end', 0.5469051104240072)","('carts', 0.319481315554368)","('orders', 0.13361357402162471)","('orders-db', 0.0)","('payment', 0.0)","('shipping', 0.0)","('user', 0.0)","('carts-db', 0.0)"

catalogue-db,"('orders', 0.4063668383523727)","('catalogue', 0.21158921296622285)","('front-end', 0.14794803052175706)","('carts', 0.11883124411284457)","('shipping', 0.11526467404680281)","('catalogue-db', 0.0)","('orders-db', 0.0)","('payment', 0.0)","('user', 0.0)","('rabbitmq', 0.0)","('carts-db', 0.0)"

catalogue,"('user', 0.606681113678663)","('front-end', 0.15044917814404757)","('orders', 0.13058207185595236)","('catalogue', 0.11228763632133702)","('user-db', 0.0)","('catalogue-db', 0.0)"

front-end

orders-db

orders,"('front-end', 0.28445101906640363)","('orders', 0.21987004502455376)","('payment', 0.19292109041027428)","('shipping', 0.15488159781646285)","('catalogue', 0.08527807281285664)","('carts', 0.06259817486944881)","('rabbitmq', 0.0)","('orders-db', 0.0)","('user', 0.0)","('carts-db', 0.0)","('catalogue-db', 0.0)"

payment,"('orders', 0.6100778858909081)","('payment', 0.2890090063687624)","('shipping', 0.05322208111029782)","('carts', 0.04860224585427309)","('rabbitmq', 0.0)","('carts-db', 0.0)","('front-end', -0.0009112192242413633)"

queue-master,"('user', 0.64971003546875)","('front-end', 0.175144982265625)","('orders', 0.175144982265625)","('user-db', 0.0)"

rabbitmq

session-db,"('front-end', 0.5386290038964844)","('catalogue', 0.4613709961035156)","('catalogue-db', 0.0)"

shipping,"('shipping', 0.3125685027559796)","('carts', 0.2476789939122496)","('user', 0.207934321513589)","('front-end', 0.11872147435527716)","('orders', 0.11309670746290465)","('carts-db', 0.0)","('user-db', 0.0)","('rabbitmq', 0.0)"

user-db,"('front-end', 0.5323090827123381)","('carts', 0.22973866741805898)","('orders', 0.21782470719501099)","('user', 0.020127542674591912)","('user-db', 0.0)","('orders-db', 0.0)","('payment', 0.0)","('shipping', 0.0)","('carts-db', 0.0)"

user,"('orders', 0.3103824169531718)","('catalogue', 0.22014354912286227)","('front-end', 0.18117461806486193)","('carts', 0.14972005777991865)","('user', 0.13857935807918528)","('carts-db', 0.0)","('orders-db', 0.0)","('shipping', 0.0)","('payment', 0.0)","('catalogue-db', 0.0)","('user-db', 0.0)"

