,timestamp,gateway_fanout-1,gateway_fanout-10,gateway_fanout-2,gateway_fanout-3,gateway_fanout-4,gateway_fanout-5,gateway_fanout-6,gateway_fanout-7,gateway_fanout-8,gateway_fanout-9,fanout-1_fanout-db,fanout-10_fanout-db,fanout-2_fanout-db,fanout-3_fanout-db,fanout-4_fanout-db,fanout-5_fanout-db,fanout-6_fanout-db,fanout-7_fanout-db,fanout-8_fanout-db,fanout-9_fanout-db
0,2022-09-29 01:28:24,3243.9024390243903,3256.4102564102564,3142.8571428571427,3095.2380952380954,3333.3333333333335,3042.553191489362,3133.3333333333335,3279.0697674418607,3195.1219512195125,3044.444444444445,0.5534,0.5454666666666667,0.5749333333333333,0.5534,0.5318666666666667,0.5749333333333333,0.5318666666666667,0.5749333333333333,0.5749333333333333,0.5853333333333334
1,2022-09-29 01:28:38,3285.7142857142862,3166.6666666666665,3473.684210526316,3117.6470588235293,3307.6923076923076,3043.478260869565,3133.3333333333335,3190.476190476191,3564.1025641025644,3044.444444444445,0.5326,0.5408333333333333,0.5326,0.5326,0.5326,0.5326,0.5326,0.5326,0.5326,0.5378000000000001
2,2022-09-29 01:28:52,3311.1111111111113,3272.727272727273,3204.0816326530617,3085.1063829787236,3037.735849056604,3208.333333333333,3040.0,3081.6326530612246,3260.869565217391,3000.0,0.5603333333333333,0.5598222222222222,0.5675111111111111,0.5603333333333333,0.5531555555555555,0.5675111111111111,0.5531555555555555,0.5675111111111111,0.5675111111111111,0.5709777777777778
3,2022-09-29 01:29:06,3311.1111111111113,3039.21568627451,3260.869565217391,3040.0,3170.2127659574467,3039.21568627451,3166.6666666666665,3038.461538461538,3125.0,3081.6326530612246,0.5638,0.5696166666666667,0.5638,0.5638,0.5638,0.5638,0.5638,0.5638,0.5638,0.5664
4,2022-09-29 01:29:20,3341.4634146341464,3083.3333333333335,3325.5813953488373,3040.0,3428.571428571429,3083.3333333333335,3122.448979591837,3418.6046511627906,3040.8163265306125,3125.0,0.57212,0.57316,0.5764266666666666,0.57212,0.5678133333333333,0.5764266666666666,0.5678133333333333,0.5764266666666666,0.5764266666666666,0.5785066666666666
5,2022-09-29 01:29:34,3266.6666666666665,3088.888888888889,3186.046511627907,3170.2127659574467,3127.659574468085,3177.7777777777774,3133.3333333333335,3130.4347826086955,3421.052631578948,3040.0,0.5707333333333333,0.5757222222222222,0.5707333333333333,0.5707333333333333,0.5707333333333333,0.5707333333333333,0.5707333333333333,0.5707333333333333,0.5707333333333333,0.5724666666666667
6,2022-09-29 01:29:48,3190.476190476191,3372.093023255814,3085.1063829787236,3043.4782608695655,3186.046511627907,3086.9565217391305,3227.2727272727275,3232.5581395348836,3212.7659574468084,3044.444444444445,0.5712285714285714,0.572895238095238,0.5743047619047619,0.5712285714285714,0.568152380952381,0.5743047619047619,0.568152380952381,0.5743047619047619,0.5743047619047619,0.5757904761904762
7,2022-09-29 01:30:02,3355.5555555555557,3170.2127659574467,3311.1111111111113,3041.6666666666665,3372.093023255814,3125.0,3166.6666666666665,3122.448979591837,3217.3913043478256,3125.0,0.5768,0.5800833333333333,0.5768,0.5768,0.5768,0.5768,0.5755,0.5755,0.5755,0.5768
8,2022-09-29 01:30:16,3227.2727272727275,3130.4347826086955,3181.818181818182,3255.31914893617,3363.636363636364,3127.659574468085,3133.3333333333335,3133.3333333333335,3127.659574468085,3080.0,0.5765111111111111,0.5774,0.5789037037037037,0.5765111111111111,0.5741185185185186,0.5789037037037037,0.5729629629629629,0.5777481481481481,0.5777481481481481,0.5789037037037037
9,2022-09-29 01:30:30,3473.684210526316,3130.4347826086955,3125.0,3044.444444444445,3285.7142857142862,3130.4347826086955,3177.7777777777774,3227.2727272727275,3243.9024390243903,3043.478260869565,0.57524,0.5795600000000001,0.57524,0.57524,0.57524,0.57524,0.57524,0.57524,0.57524,0.57628
10,2022-09-29 01:30:44,3473.684210526316,3042.553191489362,3125.0,3081.6326530612246,3333.3333333333335,3000.0,35661.76470588236,3325.5813953488373,3243.9024390243903,3127.659574468085,0.5751454545454545,0.5774121212121212,0.5771030303030303,0.5751454545454545,0.5731878787878788,0.5771030303030303,0.5731878787878788,0.5771030303030303,0.5771030303030303,0.5780484848484848
11,2022-09-29 01:30:58,3428.571428571429,3428.571428571429,3217.3913043478256,3166.6666666666665,3325.5813953488373,3000.0,37500.0,3540.5405405405404,3260.869565217391,3043.478260869565,0.5785333333333333,0.5818277777777777,0.5785333333333333,0.5776666666666667,0.5776666666666667,0.5776666666666667,0.5776666666666667,0.5776666666666667,0.5776666666666667,0.5785333333333333
12,2022-09-29 01:31:12,3127.659574468085,3222.222222222222,3130.4347826086955,3090.9090909090914,3341.4634146341464,3040.8163265306125,37500.0,3222.222222222222,3222.222222222222,3177.7777777777774,0.5768,0.5783388888888888,0.5768,0.5768,0.5768,0.5768,0.5768,0.5768,0.5768,0.5759333333333333
