,timestamp,gateway_fanout-1,gateway_fanout-2,gateway_fanout-3,gateway_fanout-4,gateway_fanout-5,fanout-1_fanout-1-db,fanout-2_fanout-2-db,fanout-3_fanout-3-db,fanout-4_fanout-4-db,fanout-5_fanout-5-db
0,2022-09-28 22:50:33,3181.818181818182,3325.5813953488373,3122.448979591837,3355.5555555555557,3212.7659574468084,0.6087333333333333,0.6087333333333333,0.5789333333333333,0.6497999999999999,0.62
1,2022-09-28 22:50:47,3255.31914893617,3122.448979591837,3122.448979591837,3083.3333333333335,3212.7659574468084,0.5933333333333333,0.5984666666666667,0.5830666666666666,0.6035999999999999,0.5882000000000001
2,2022-09-28 22:51:01,3341.4634146341464,3243.9024390243903,3325.5813953488373,3325.5813953488373,3380.9523809523807,0.5950444444444445,0.5779333333333333,0.5816888888888889,0.5950444444444444,0.5919555555555556
3,2022-09-28 22:51:15,3325.5813953488373,3243.9024390243903,3227.272727272727,3186.046511627907,3130.434782608696,0.5805,0.5805,0.5753666666666667,0.5933333333333333,0.5882000000000001
4,2022-09-28 22:51:29,3318.1818181818185,3125.0,3400.0000000000005,3125.0,3181.8181818181815,0.5717733333333334,0.5799866666666667,0.58224,0.5861466666666667,0.5904533333333333
5,2022-09-28 22:51:43,3243.9024390243903,3461.538461538462,3085.1063829787236,3292.682926829268,3390.2439024390246,0.5745111111111111,0.5796444444444445,0.5868222222222222,0.5847777777777777,0.5745111111111111
6,2022-09-28 22:51:57,3380.9523809523807,3318.1818181818185,3325.5813953488373,3266.6666666666665,3325.5813953488373,0.5720666666666666,0.5764666666666667,0.5780761904761905,0.5779333333333333,0.5631238095238096
7,2022-09-28 22:52:11,3196.0784313725494,3350.0,3292.6829268292686,3545.454545454546,3186.046511627907,0.5740833333333334,0.5753666666666667,0.5794666666666667,0.5779333333333333,0.5689500000000001
8,2022-09-28 22:52:25,3523.809523809524,3425.531914893617,3188.6792452830186,3199.9999999999995,3109.090909090909,0.5710888888888889,0.5813555555555555,0.5837481481481482,0.5870592592592593,0.5721185185185186
9,2022-09-28 22:52:39,3523.809523809524,3279.0697674418607,3266.6666666666665,3529.4117647058824,3125.0,0.57896,0.5882,0.5873733333333334,0.5871733333333333,0.5810133333333334
10,2022-09-28 22:52:53,3142.8571428571427,30833.333333333336,3093.0232558139537,3529.4117647058824,3195.1219512195125,0.5779333333333333,0.5807333333333333,0.5817575757575758,0.5872666666666667,0.5750424242424242
11,2022-09-28 22:53:07,3285.7142857142862,37500.0,3378.3783783783783,3139.5348837209303,3095.2380952380954,0.5762222222222223,0.5770777777777778,0.5806666666666667,0.5830666666666667,0.5736555555555556
12,2022-09-28 22:53:21,3470.5882352941176,38055.555555555555,3292.6829268292686,3285.7142857142862,3238.095238095238,0.5685222222222223,0.5728,0.5728,0.5728000000000001,0.5657888888888889
