chain-5_chain-6,chain-6_chain-7
"('chain-6', 0.5004490632792652)","('chain-5', 0.38419093202288646)","('chain-7', 0.11536000469784843)","('chain-7-db', 0.0)","('chain-8', 0.0)","('home-cluster-node3', 0.0)","('chain-6-db', 0.0)","('home-cluster-node2', 0.0)"
"('chain-6', 0.5004490632792652)","('chain-5', 0.38419093202288646)","('chain-7', 0.11536000469784843)","('chain-7-db', 0.0)","('chain-8', 0.0)","('chain-6-db', 0.0)"
