,timestamp,gateway_fanout-1,gateway_fanout-2,gateway_fanout-3,gateway_fanout-4,gateway_fanout-5,fanout-1_fanout-db,fanout-2_fanout-db,fanout-3_fanout-db,fanout-4_fanout-db,fanout-5_fanout-db
0,2022-09-28 23:21:24,3500.0000000000005,3363.636363636364,3000.0,3333.3333333333335,3127.659574468085,0.5718,0.5287333333333334,0.5502666666666667,0.5287333333333334,0.5718
1,2022-09-28 23:21:38,3333.3333333333335,3042.553191489362,3000.0,3086.9565217391305,3227.2727272727275,0.5761000000000001,0.5761000000000001,0.5761000000000001,0.5761000000000001,0.5761000000000001
2,2022-09-28 23:21:52,3333.3333333333335,3227.2727272727275,3080.0,3170.2127659574467,3227.2727272727275,0.5815555555555556,0.5672,0.5743777777777778,0.5672,0.5815555555555556
3,2022-09-28 23:22:06,3461.538461538462,3285.7142857142862,3041.6666666666665,3136.3636363636365,3133.3333333333335,0.5735166666666667,0.5735166666666667,0.5709333333333333,0.5709333333333333,0.5709333333333333
4,2022-09-28 23:22:20,3400.0000000000005,3250.0,3142.8571428571427,3380.952380952381,3181.818181818182,0.56904,0.5604266666666666,0.5647333333333333,0.5604266666666666,0.56904
5,2022-09-28 23:22:34,3410.25641025641,3272.727272727273,3043.478260869565,3190.476190476191,3148.148148148148,0.5657666666666666,0.5657666666666666,0.5657666666666666,0.5657666666666666,0.5657666666666666
6,2022-09-28 23:22:48,3181.818181818182,3272.727272727273,3040.0,3173.9130434782605,3272.727272727273,0.5695809523809524,0.5634285714285714,0.5665047619047618,0.5634285714285714,0.5695809523809524
7,2022-09-28 23:23:02,3163.2653061224487,3400.0,3125.0,3476.190476190476,3160.0,0.5724416666666667,0.561675,0.5670583333333333,0.561675,0.5724416666666667
8,2022-09-28 23:23:16,3244.8979591836733,3122.448979591837,3000.0,3536.5853658536585,3119.9999999999995,0.5767703703703704,0.5719851851851853,0.5743777777777778,0.5719851851851853,0.5767703703703704
9,2022-09-28 23:23:30,3136.3636363636365,3083.3333333333335,3000.0,3186.046511627907,3085.1063829787236,0.58144,0.5728266666666667,0.5771333333333333,0.5728266666666666,0.5804066666666666
10,2022-09-28 23:23:44,36029.41176470588,3150.0000000000005,3136.3636363636365,3186.046511627907,3000.0,0.5728909090909091,0.5689757575757576,0.5709333333333333,0.5689757575757576,0.5728909090909091
11,2022-09-28 23:23:58,37500.0,3272.727272727273,3243.9024390243903,3186.046511627907,3177.7777777777774,0.5753833333333334,0.5682055555555555,0.5717944444444444,0.5682055555555555,0.5753833333333334
12,2022-09-28 23:24:12,37500.0,3095.2380952380954,3000.0,3227.2727272727275,3095.2380952380954,0.5692111111111111,0.5692111111111111,0.5692111111111111,0.5692111111111111,0.5692111111111111
