front-end_orders,front-end_user,orders_carts,orders_payment,orders_shipping
"('payment', 0.4712390934397808)","('front-end', 0.31454814933634817)","('shipping', 0.20887006371610992)","('orders', 0.06049146019419818)","('user', 0.05189511486826333)","('carts-db', 0.0)","('home-cluster-node2', 0.0)","('orders-db', 0.0)","('user-db', 0.0)","('home-cluster-node1', 0.0)","('rabbitmq', 0.0)","('home-cluster-node3', 0.0)","('carts', -0.10704388155470054)"
"('payment', 0.4712390934397808)","('front-end', 0.31454814933634817)","('shipping', 0.20887006371610992)","('orders', 0.06049146019419818)","('user', 0.05189511486826333)","('carts-db', 0.0)","('orders-db', 0.0)","('user-db', 0.0)","('rabbitmq', 0.0)","('carts', -0.10704388155470054)"
